Gene	FTY_1	FTY_2	FTY_3	FTY_Eto_1	FTY_Eto_2	FTY_Eto_3
RB1CC1	1351.909584	1464.266891	1582.578086	1124.603774	1176.482975	1230.444901
HINT3	342.6011911	363.8055007	387.5013766	286.7051954	272.8076464	255.8158173
AXL	12529.16335	12544.25486	12095.65891	10709.65569	10650.53087	11643.02408
CPD	2220.302321	2221.022532	2162.145362	2417.422035	2573.619194	2690.443159
SH3PXD2A	7737.150293	9006.698612	9295.540269	12331.49726	12123.89276	9558.562878
SAP30L	704.5782851	648.2169833	749.1693281	558.5990523	559.6568629	556.3750856
RHBDF2	287.996374	336.6708363	279.6749066	414.7174782	420.2441318	367.6744447
APOBEC3C	1177.526459	1114.531216	1224.279712	1455.742985	1468.347038	1396.773816
PLCD3	1572.971021	1663.25443	1786.999102	1401.787395	1342.975877	1318.959119
STK24	1078.885499	1115.536204	1017.612311	843.1883422	917.7168989	902.6504886
PAPSS1	1277.048142	1300.453917	1200.692671	1451.511174	1505.456902	1483.342667
TCF7L1	394.5638396	443.1995188	415.5811865	340.6607857	296.8789094	307.3680543
RASA1	2454.574601	2348.655954	2157.652593	2748.561246	2743.121004	2775.066642
PROSER2	32.58674568	45.2244407	43.80450344	17.98519676	14.04157004	18.48099061
ITGA4	876.319242	929.6135032	790.7274468	1046.31527	1088.221678	1186.674134
SUGCT	88.95300849	89.44389382	67.39154376	144.9395268	144.4275775	119.6400971
PLXNB3	369.0228768	435.1596183	399.856493	619.9603118	579.7162487	471.7516023
MGAT5	1543.907167	1723.553684	1459.026922	1951.922825	2075.143458	1772.229731
MAF1	3123.923971	3377.763226	3412.258499	2958.035891	2709.020048	2541.62255
BLOC1S2	534.5987738	602.9925426	599.7847395	794.5225157	776.2982292	672.1244479
CYP1B1	70.45782851	60.29925426	123.5511636	35.97039352	45.13361798	31.12587892
CAMK2N1	1423.248136	1522.55617	1494.969079	1217.703616	1256.720518	1166.247776
BEX1	7.926505707	7.034912997	1.123192396	17.98519676	23.06829363	22.37172547
LPCAT2	586.5614223	554.7531392	493.0814619	702.4806264	666.9745768	677.9605501
CDC25B	2389.401109	1946.660925	2054.318892	1256.847868	1321.913522	1995.946986
PRDM8	465.0216681	455.2593697	451.5233432	286.7051954	305.905633	379.3466493
STOM	2055.607147	1905.456435	1794.861449	2243.917784	2310.84124	2368.484849
GFM1	834.0445449	816.0499077	731.1982498	932.0563733	966.862394	957.1207767
OGFR	887.7686392	850.2194851	1001.887617	783.9429882	647.9181603	718.8132662
PRDX6	5350.391352	5822.897987	5998.970587	5176.562809	4944.638592	4618.302284
ADARB1	605.0566023	502.4937855	449.2769584	628.4239338	668.9805154	793.7099124
BTBD19	166.4566198	186.9276882	141.5222419	275.0677152	259.7690457	206.2089478
TRIM22	1015.473453	1310.503793	1282.685716	1750.911802	1736.139838	1394.828449
KIF26B	532.8373281	589.9277042	545.8715045	866.4633027	892.6426667	642.9439364
TMEM159	483.5168481	554.7531392	504.3133858	432.702675	385.1402067	337.5212495
UHRF1BP1	398.9674539	358.7805629	367.2839135	253.9086601	288.8551551	277.2148591
PSD4	108.3289113	86.42893111	87.60900689	168.2144873	155.4602397	130.339618
ARMCX2	1470.80717	1724.558672	1716.237981	2096.862352	2033.018748	1826.700019
RNF24	616.5059994	703.4912997	587.4296231	544.8456665	473.4015041	483.4238069
STK38L	218.4192684	202.0025018	178.587591	247.5609436	310.9204794	273.3241242
PACSIN3	527.5529909	467.3192205	489.7118847	377.689132	341.0095581	410.4725282
CADPS	251.8867369	330.6409109	224.6384792	392.5004705	402.1906846	355.0295564
CLIP1	2007.16739	2307.451463	2666.458748	1756.201566	1860.50803	1815.027814
SMAGP	698.4132251	685.4015235	677.2850148	543.7877138	551.6331086	590.4190157
ABCC3	310.0144454	345.7157244	299.8923697	480.3105488	444.3153948	397.8276399
LURAP1L	134.750597	177.8828001	161.739705	105.7952751	94.27911311	67.11517641
GLUL	3808.245631	3586.800641	4100.775438	2771.836207	2828.373393	3524.033104
SOX12	1048.940922	1066.291813	995.1484629	808.2759014	809.3962157	844.2894656
MCC	191.1168598	207.0274396	210.0369781	309.9801559	304.9026637	237.3348267
PPP1R14C	37.87108282	53.26434127	16.84788594	86.75212555	71.21081948	51.55223696
DCLK1	35.22891425	24.11970171	19.09427073	44.43401552	60.1781573	61.27907412
ANKFY1	1348.386693	1391.907786	1277.069754	1523.451961	1550.59052	1612.709601
MAP1S	1176.645736	1268.294315	1235.511636	969.0847195	914.707991	920.1587955
RNF44	224.5843284	281.3965199	379.6390299	184.0837786	204.6057348	189.6733246
TGFBR3	331.151794	361.7955256	365.0375287	243.3291326	264.7838921	270.4060731
GBP1	425.3891396	370.8404137	380.7622223	485.6003125	533.5796614	570.9653414
AATF	1036.610802	1000.967621	1062.540007	916.187082	821.4318472	881.2514468
CDK14	777.6782821	849.2144976	753.6620977	1071.706136	1031.052428	919.1861118
NCOA7	184.071077	217.0773154	214.5297476	126.9543301	150.4453933	150.765976
POLD3	422.746971	348.7306872	294.2764078	221.1121249	222.659182	286.9416963
CTDSP2	4147.32393	4091.304402	4496.139161	3659.458564	3836.357528	3786.657707
PCYT1A	1884.746913	2020.025018	1943.122845	2310.568807	2379.043152	2132.122706
TFAP2C	485.2782938	496.4638601	465.001652	362.8777934	375.1105139	392.9642213
RTN3	2701.177	2798.890385	2865.263802	2443.870854	2461.286634	2378.211686
CTDSP1	1566.805961	1605.970139	1524.172081	1356.295426	1294.833351	1336.467426
RTN4	26320.40256	29988.82912	30037.53425	25483.96586	25419.25364	22809.43314
SLC25A46	1166.957785	1230.104787	1017.612311	1420.830544	1422.210451	1327.713273
GREM2	2016.855341	1877.316783	1763.412062	2156.107706	2273.731377	2405.44683
TRIM8	4037.233573	4402.850549	4279.363029	3642.53132	3624.731008	3215.692366
A4GALT	432.4349225	423.0997674	551.4874664	322.6755889	338.0006502	372.5378633
SPHK1	3505.276968	2762.710833	2934.901731	3890.092264	3794.232818	3800.275279
RAMP1	56.3662628	59.29426669	5.61596198	115.3168498	92.27317453	81.70543216
KCNG1	531.9566052	616.0573811	624.4949722	465.4992103	414.2263161	409.4998445
C6orf62	2707.34206	2526.538754	2800.118643	3092.39589	2983.833633	3063.953706
IFI16	1321.084284	1368.793072	1275.946562	1066.416373	1040.079152	1100.105283
TCF7L2	295.0421569	384.9102397	429.0594953	260.2563766	264.7838921	259.7065522
WDR18	1328.130067	1291.409029	1214.17098	1066.416373	1026.037582	1016.454483
FN3KRP	878.9614106	824.0898083	1004.134002	697.1908626	664.9686382	760.638666
TEAD4	277.4276997	246.2219549	307.7547165	179.8519676	170.504779	237.3348267
SPARC	55948.80017	63229.79802	60780.43332	76953.36717	75138.44721	64054.14076
TP53I3	578.6349166	526.6134872	341.4504884	753.2623584	674.9983311	645.8619875
SGCG	107.4481885	112.558608	140.3990495	56.07149578	84.24942022	69.06054385
ZNF561	361.0963711	383.9052521	406.5956474	488.7741708	480.4222891	483.4238069
ZFYVE28	208.7313169	237.1770668	253.8414815	178.7940148	143.4246082	171.192334
SMG9	972.3180334	1019.057397	1089.496624	820.9713344	829.4556015	889.0329165
CITED2	18864.20286	22667.49467	20904.85687	18015.87739	17987.25122	14774.09296
UBALD2	790.0084021	701.4813246	813.1912947	475.020785	528.564815	668.233713
CBX4	498.4891367	482.3940341	524.5308489	429.5288167	342.0125273	386.1554353
SOCS3	591.8457594	577.8678534	476.2335759	435.8765332	434.2857019	403.6637422
LSM14A	1764.968604	1817.017528	1891.455995	1531.915583	1497.433148	1646.753531
FAM198B-AS1	13.21084284	13.06483842	10.10873156	31.73858252	28.08314007	28.20782777
ANTXR2	2323.346895	2449.154711	2887.72765	2083.108966	2180.455233	2129.204655
PPP1R15A	1877.70113	1922.541223	1662.324746	1520.278103	1549.587551	1467.779728
EXTL1	233.3915569	325.615973	369.5302983	564.9467688	545.6152929	361.8383424
CTGF	18600.86673	20641.43972	19212.20593	24835.44082	24749.27016	20057.71091
FYN	1408.275847	1451.202053	1585.947663	1249.442198	1239.67004	1325.767905
YWHAG	4951.423898	4856.099943	4884.76373	5557.425799	5443.114328	5308.907723
TNFRSF21	440.3614282	342.7007617	369.5302983	548.0195248	481.4252584	490.2325929
KDELR3	1432.055364	1697.424008	1507.324195	2102.152115	2012.959362	1780.011201
VEGFB	1061.271042	1233.11975	1205.185441	1003.99716	980.903964	780.0923403
ALDH18A1	1606.43849	1568.785598	1692.650941	1957.212589	1946.763389	1734.295066
CRTC2	574.2313023	576.8628658	598.6615471	443.2822025	466.3807191	476.6150209
SEMA3C	2854.422777	3396.85799	3289.830528	4181.02927	4303.741216	3461.781346
ANKRD11	3928.904662	4147.583706	4402.914192	3394.970377	3504.374694	3313.933421
AC012676.5	18.49517998	10.04987571	0	41.26015727	26.0772015	33.07124635
SCART1	22.89879426	29.14463956	23.58704032	59.24535403	54.16034157	46.68881837
ZHX1	1031.326465	1009.007521	951.3439594	1228.283143	1157.426559	1177.91998
PSIP1	1155.508387	1024.082335	1040.076159	708.8283429	747.2121199	1015.4818
TSFM	371.6650454	386.9202149	450.4001508	283.5313372	284.8432779	331.6851472
RND3	8605.543029	10364.43682	10435.58055	8253.089407	7846.228743	6607.440484
NARS	3761.567319	4060.149787	4487.153622	3415.071479	3594.64193	3352.84077
ZMYND8	458.8566081	484.4040093	476.2335759	629.4818866	597.7696959	561.2385042
USP25	843.7324964	843.1845721	974.9309997	716.2340121	719.1289798	665.3156618
CDYL	504.6541967	459.27932	553.7338512	385.0948012	360.0659745	454.2432954
CLDN1	8.807228563	4.019950284	0	15.86929126	14.04157004	23.34440919
ASNS	34.3481914	41.20449041	75.25389053	26.44881876	23.06829363	16.53562317
COL4A2	6051.446746	5741.493994	5431.758427	6992.009729	6645.674505	6587.014126
BTF3L4	841.0903278	848.20951	923.2641495	715.1760594	642.9033139	741.1849917
HMCES	425.3891396	481.3890465	448.153766	377.689132	330.9798652	350.1661378
ODC1	2698.534832	2816.980162	2878.742111	2436.465185	2478.337112	2410.310249
FXYD5	3313.279385	3558.660989	3179.757673	3019.39715	2860.46841	2588.311369
SAV1	793.5312935	760.7755913	736.8142118	621.0182646	650.9270682	629.3263643
FAM110B	233.3915569	261.2967685	228.0080564	179.8519676	164.4869633	191.6186921
GABBR1	386.6373339	406.0149787	332.4649492	503.5855093	447.3243026	506.7682161
GFPT2	593.6072052	577.8678534	491.9582695	708.8283429	745.2061813	689.6327547
EMC1	1919.095104	2033.089856	2061.058047	2260.845028	2260.692776	2272.189161
ATE1	413.9397425	419.0798171	517.7916946	306.8062977	328.9739266	369.6198121
SEC23IP	1009.308393	1033.127223	896.307532	1184.907081	1113.29591	1172.083878
PDE1C	735.403585	1053.226974	958.0831138	715.1760594	733.1705498	586.5282808
DNAJC28	6.165059994	4.019950284	0	21.15905501	13.03860075	16.53562317
SDCBP	3984.390202	4044.069986	4305.196454	3540.967856	3744.084354	3537.650676
DNAJB6	2533.839658	2597.892871	2595.697627	2198.425816	2137.327554	2353.894593
LINC00632	92.47589991	75.37406783	93.22496887	144.9395268	141.4186697	139.0937714
FST	2327.750509	2899.389143	2708.016867	2071.471486	2180.455233	1677.87941
TENM2	2713.50712	2835.069938	3082.039935	3470.085022	3483.312339	3123.287413
LONP2	1228.608385	1291.409029	1279.316139	1506.524717	1586.697414	1368.565989
PRR5L	289.7578197	282.4015075	307.7547165	379.8050375	394.1669303	391.0188539
AC004784.1	33.46746854	20.09975142	13.47830875	43.37606277	53.15737228	55.44297182
MAD1L1	962.630082	891.4239755	940.1120355	816.7395234	746.2091506	742.1576754
CSF1	1332.533682	1656.219517	1444.425421	1222.99338	1250.702703	1077.733557
RBPMS	1328.130067	1303.46888	1219.786942	1104.502672	1026.037582	1025.208637
PPP1R3G	37.87108282	64.31920455	107.82647	24.33291326	36.10689438	33.07124635
IRX3	556.6168452	545.7082511	563.8425828	427.4129112	415.2292854	443.5437746
DTX3L	312.656614	330.6409109	317.8634481	252.8507074	247.7334142	235.3894593
PRKD1	819.9529792	941.6733541	963.6990758	759.6100749	721.1349184	766.4747683
FERMT2	2770.754106	2751.65597	2383.414264	3239.451322	3077.109777	3110.642524
AL139220.2	51.96264852	41.20449041	57.2828122	21.15905501	26.0772015	26.26246034
MARK4	1064.793933	1138.650918	1335.475759	962.737003	1019.016797	887.0875491
ERLIN2	1850.398721	1789.882864	1754.426523	1997.414793	2062.104857	2031.936283
NPAS2	170.8602341	186.9276882	226.884864	135.4179521	114.3384989	115.7493622
PDIA4	4119.140799	3381.783177	3375.19315	4404.257301	4488.287566	5350.733122
SPAG7	885.1264706	965.7930558	1078.2647	786.0588937	837.4793558	780.0923403
FOXC1	239.5566169	310.5411595	363.9143363	229.5757469	221.6562127	168.2742829
ENO1	35752.06363	32644.00628	34225.91869	28253.68616	27522.48024	31600.54857
ABTB1	377.8301054	421.0897923	367.2839135	257.0825184	315.9353258	299.5865846
LAMB1	6361.461191	6600.758367	6748.139915	7168.687838	7294.595634	7335.007903
C11orf68	2174.504732	2262.227022	2235.152868	1984.71936	1822.395197	1614.654969
TBX18	728.3578022	739.6708523	881.7060309	628.4239338	649.9240989	607.9273226
NQO1	7092.461162	7048.982823	7132.271715	5945.694458	6022.830577	6459.592559
GALNT2	3691.990214	3942.566241	3891.861652	4619.021709	4510.35289	4058.036464
IP6K2	642.0469623	662.2868093	662.6835137	824.1451927	792.3457378	729.5127871
FHL1	2664.18664	3336.558736	3416.751269	2685.084081	2650.847829	2460.889802
HMOX1	1744.711978	1731.593585	1647.723245	1527.683772	1290.821474	1442.489951
TGFBR3L	130.3469827	157.7830487	224.6384792	102.6214168	79.23457378	91.43226932
IGDCC4	79.26505707	85.42394354	97.71773845	113.2009443	149.442424	125.4761994
SLC4A7	679.0373222	798.965119	752.5389053	960.6210975	940.7851925	852.0709353
SFR1	119.7783085	108.5386577	94.34816127	56.07149578	70.20785019	66.1424927
PMPCA	1466.403556	1413.012525	1111.960472	1651.464244	1613.777585	1644.808164
KCTD11	359.3349254	361.7955256	351.55922	539.5559028	488.4460434	368.6471284
ATF3	73.98071993	95.47381925	69.63792855	55.01354303	47.13955655	37.93466493
SUMO3	3171.483006	3131.541271	3067.438434	2710.474947	2688.960662	2826.618879
LRRFIP2	2212.375815	2189.867917	2340.732953	2001.646604	1921.689157	1984.274781
KRTAP1-5	1463.761387	2103.438986	1911.673458	1297.050072	1272.768027	822.8904239
CC2D1A	572.4698566	730.6259642	650.3283973	523.6866115	532.5766921	446.4618257
NELFB	2214.137261	2153.688365	2091.384241	1813.331014	1763.220009	1899.651298
IRS1	1315.799947	1430.097314	1742.071406	1256.847868	1251.705672	1052.443781
C17orf51	507.2963652	528.6234624	617.7558178	394.616376	406.2025618	457.1613466
MICAL3	707.2204536	670.3267099	673.9154376	837.8985785	835.4734172	815.1089541
ZKSCAN2	111.8518028	117.5835458	163.9860898	60.30330678	94.27911311	87.54153445
ALDH1B1	1042.775862	767.8105043	1080.511085	1180.67527	1185.509699	1309.232282
SEC31A	6158.014211	6560.558864	5772.085723	7152.818547	7299.610481	6830.185055
TOX	66.93493708	83.4139684	128.0439331	51.83968478	51.15143371	42.79808351
LRFN3	510.8192567	555.7581268	558.2266208	431.6447222	457.3539955	375.4559144
ENPP2	2970.678194	2647.137262	2579.972934	2983.426757	3071.091961	3660.208824
COL12A1	11897.68507	13131.1676	12815.62524	15207.01284	15517.94083	13965.7928
ARHGEF40	2650.095075	2777.785646	2469.900079	3097.685654	3114.21964	3051.308818
ZNF106	1423.248136	1348.69332	1287.178486	1620.783614	1664.929019	1507.65976
PABPC1	25689.805	25698.53718	25235.88675	23271.78665	23443.40415	23790.87101
ADAMTS2	4824.599807	5929.426669	5498.026779	6687.319336	6841.253516	5736.888558
MEPCE	927.4011677	941.6733541	897.4307244	778.6532244	702.0785019	732.4308383
TEX2	816.4300878	900.4688637	743.5533662	1081.227711	1042.085091	890.978284
FAM43A	435.077091	574.8528907	491.9582695	311.0381087	358.060036	255.8158173
VPS53	934.4469506	881.3740998	864.8581449	1104.502672	1011.996012	1045.634995
ZNF598	1154.627665	1156.740694	1110.83728	981.7801525	929.7525303	858.8797213
TBC1D15	490.562631	507.5187234	566.0889676	423.1811002	414.2263161	422.1447328
TMEM268	222.8228827	229.1371662	271.8125598	181.9678731	157.4661783	176.0557526
ITGAV	3274.52758	3702.374212	3661.607211	4310.099506	4440.14504	3794.439177
NTF3	169.0987884	206.0224521	175.2180138	142.8236213	125.371161	119.6400971
GALNT5	2362.979424	3222.99514	3007.909237	4086.871475	4230.524458	3147.604505
SOCS2-AS1	69.57710565	83.4139684	83.11623731	57.12944853	33.09798652	46.68881837
KCTD10	2782.203503	2695.376666	2766.422871	3077.584551	3199.47203	2979.330223
SCARB2	4730.362461	4730.476497	4809.50984	5338.429579	5246.532348	5164.950533
LRRC15	2583.160138	2142.633502	2066.674009	2679.794317	2714.034894	2899.570158
PMAIP1	381.3529968	373.8553764	368.4071059	243.3291326	233.6918442	333.6305146
NDE1	477.3517881	508.523711	461.6320748	359.7039352	384.1372375	377.4012819
IL7R	741.568645	558.7730895	631.2341266	760.6680277	809.3962157	974.6290836
RHOF	2.642168569	7.034912997	1.123192396	20.10110226	13.03860075	13.61757203
ZNF768	640.2855165	556.7631144	639.0964733	480.3105488	512.5173064	464.9428163
SECISBP2	386.6373339	385.9152273	254.9646739	449.629919	493.4608899	447.4345094
AP2S1	3863.731171	3999.850533	3741.353871	3502.881557	3533.460803	3327.550993
HDAC4	289.7578197	268.3316815	357.1751819	208.4166919	226.6710592	242.1982453
EPB41L4B	71.33855136	68.33915483	85.3626221	41.26015727	49.14549513	43.77076723
CBLB	507.2963652	614.0474059	669.422668	795.5804684	828.4526322	669.2063967
FBLN2	5983.631086	6667.087546	6177.558178	7947.341062	7920.44847	6803.922594
PDIA3	7116.240679	6897.2297	7137.887677	8070.063581	7760.976354	8117.045611
MCAM	2230.870995	1723.553684	1892.579187	2310.568807	2288.775916	2588.311369
SRPRB	1048.940922	1080.361639	997.3948477	1171.153695	1227.634409	1245.035157
DNAJB11	834.9252678	788.9152433	787.3578696	998.7073965	938.7792539	992.1373905
AKIRIN2	1076.24333	1067.2968	1088.373432	883.3905467	972.8802097	917.2407443
SNN	351.4084197	379.8853019	421.1971485	308.9222032	255.7571685	327.7944123
SEC24A	864.8698449	849.2144976	822.1768339	1018.808499	1004.975227	1048.553046
NET1	1319.322839	1259.249427	1251.236329	1431.410072	1459.320315	1515.44123
ECI1	954.7035763	1081.366626	931.1264963	765.9577914	788.3338607	774.256238
DPYSL2	2643.049292	2591.862946	2442.943461	2177.266761	2141.339431	2202.155933
KLHL29	155.8879456	169.8428995	160.6165126	217.9382666	233.6918442	215.935785
CES2	664.0650337	795.9501563	737.9374042	1025.156215	1000.96335	817.0543216
RAB7B	180.5481855	199.9925266	248.2255195	274.0097624	276.8195236	286.9416963
SQSTM1	5153.109432	6379.661101	6560.566785	4672.977299	4577.551832	3417.037895
IRF1	131.2277056	170.8478871	201.0514389	118.4907081	121.3592839	80.73274844
OTUD7B	694.0096108	603.9975302	546.9946969	754.3203112	778.3041678	724.6493685
BCAT1	3510.561305	3294.349258	3411.135307	2959.093843	2894.569366	3169.003547
NCEH1	1326.368622	1312.513768	1231.018866	1117.198105	1058.132599	1138.039948
GNPTAB	922.1168306	982.8778445	974.9309997	1097.097002	1172.471098	1104.968702
PCYOX1	2185.954129	2446.139748	2366.566378	2777.12597	2801.293222	2534.813764
YPEL5	1647.832464	2006.960179	1972.325847	1531.915583	1628.822124	1352.030365
ERP29	1973.699921	2108.463924	2019.499928	1808.041251	1714.074514	1744.021903
HMGXB3	1268.240913	1251.209526	1377.033878	1549.90078	1572.655844	1397.7465
MAP3K5	313.5373369	288.4314329	290.9068306	251.7927546	204.6057348	214.9631013
SHOX	425.3891396	543.6982759	582.9368535	434.8185805	405.1995925	287.91438
ENDOD1	1228.608385	1225.079849	1156.888168	1372.164717	1400.145127	1377.320142
SGK1	1035.730079	1001.972608	946.8511898	854.8258225	887.6278202	818.999689
ANXA11	5268.484127	5953.546371	5685.599909	5180.79462	5045.93849	4456.836787
CHPF2	2894.936029	3379.773201	3074.177588	4103.798719	3923.615856	3277.944123
RRAD	75.74216564	111.5536204	71.88431335	160.8088181	126.3741303	109.9132599
FOSL2	3559.001062	3438.062481	3928.927001	3269.073999	3107.198855	3204.020161
SIK3	615.6252766	760.7755913	868.2277221	573.4103908	595.7637573	554.4297182
FBXW4	652.6156365	660.2768342	787.3578696	540.6138555	592.7548494	551.5116671
MIF4GD	85.43011706	112.558608	97.71773845	62.41921228	64.19003446	57.38833925
HMGA1	11833.3923	14291.92825	13063.85076	11732.696	11097.85518	8849.476449
PPP2R2D	653.4963594	594.9526421	782.8651	479.252596	529.5677843	587.5009645
ORAI1	701.0553936	645.2020206	849.1334514	574.4683436	576.7073408	517.467737
SYVN1	682.5602137	774.8454173	687.3937464	958.505192	894.6486052	793.7099124
SLC12A4	2019.49751	2353.680891	1992.543311	2719.996522	2674.919092	2287.7521
JDP2	1801.958964	1661.244455	1799.354218	1498.061095	1438.25796	1571.856885
MTAP	769.7517764	729.6209766	725.5822878	870.6951137	861.5506187	914.3226932
PRKY	234.2722798	268.3316815	197.6818617	287.7631482	331.9828345	291.8051148
TRIP10	1506.036084	1617.025002	1437.686267	1339.368182	1334.952123	1285.887873
TIMM44	902.7409277	862.279336	998.5180401	718.3499176	772.2863521	796.6279635
SH3BP5	134.750597	160.7980114	76.37708293	230.6336996	210.6235506	151.7386597
TGM2	5758.166035	7716.294571	7420.93216	11748.5653	11472.96569	7268.865411
KLHDC3	1183.691519	1189.905284	1215.294172	1035.735743	975.8891176	1049.52573
FNDC3A	1403.872233	1424.067388	1216.417365	1570.001882	1637.848848	1527.113434
AGRN	2156.009552	2156.703328	2253.123946	3033.150536	2740.112096	2505.633253
KCTD15	1344.863802	1496.426493	1451.164576	1262.137631	1099.25434	1210.991227
ATP6V1A	1062.151765	1123.576104	1073.771931	1272.717159	1300.851167	1189.592185
GCLC	484.397571	672.336685	752.5389053	503.5855093	503.4905828	377.4012819
ATP9B	184.071077	166.8279368	171.8484366	246.5029909	253.75123	209.126999
SKI	3958.849239	4067.1847	3925.557424	3572.706439	3602.665684	3304.206584
SPRY2	674.6337079	688.4164862	757.0316749	535.3240918	622.8439281	556.3750856
SMOX	463.2602224	497.4688477	698.6256703	457.0355882	413.2233468	394.9095888
SPSB1	226.3457741	200.9975142	275.182137	178.7940148	133.3949154	180.9191712
ANKRD13A	4000.243213	3732.523839	3728.998755	4179.971318	4283.681831	4395.557713
TFDP2	477.3517881	449.2294443	584.0600459	349.1244077	387.1461453	397.8276399
CDH10	39.63252853	50.24937855	53.91323501	98.3896058	96.28505169	52.52492067
YTHDC2	448.2879339	429.1296928	402.1028778	517.338895	536.5885693	505.7955324
DTNBP1	210.4927627	198.9875391	207.7905933	134.3599993	139.4127311	175.0830689
TPD52L1	59.88915423	62.30922941	90.97858408	41.26015727	36.10689438	43.77076723
USO1	1890.03125	1912.491348	1986.927349	2297.873374	2288.775916	2152.549064
LONRF1	318.821674	323.6059979	315.6170633	235.9234634	252.7482607	246.0889802
PCMTD1	600.652988	684.3965359	725.5822878	551.1933831	522.5469993	527.1945741
SNHG6	875.4385192	917.5536524	1035.583389	760.6680277	752.2269663	790.7918612
PGLS	1394.184282	1720.538722	1545.512737	1338.310229	1358.020416	1171.111194
VIM	101137.8092	101419.3257	103407.8311	87978.29279	90576.1505	96142.97655
TPRA1	775.0361136	859.2643733	816.5608719	718.3499176	644.9092524	678.9332339
PCBP2	2447.528818	2270.266923	2431.711537	1934.995581	1991.897007	2198.265198
FTH1P8	101.2831285	131.6533718	117.9352016	81.46236179	67.19894232	67.11517641
KCNA7	92.47589991	55.27431641	73.00750574	116.3748026	102.3028674	151.7386597
MMP19	280.0698683	342.7007617	221.268902	344.8925967	393.163961	381.2920167
VPS41	705.4590079	853.2344478	722.2127106	930.9984205	962.8505169	867.6338748
UBE2Q2	1229.489107	1131.616005	1262.468253	990.2437745	1011.996012	1072.870139
TMEM263	2302.209546	2478.29935	2568.74101	2912.543922	2887.548581	2777.984693
OXTR	3381.975768	4158.638569	3472.910888	5391.327217	4874.430742	3878.089976
AL109918.1	189.3554141	171.8528747	142.6454343	231.6916524	203.6027655	265.5426545
CCDC80	24263.03397	26447.25292	25892.95431	29728.47229	29005.87182	26662.23334
RALBP1	2555.857729	2378.805581	2739.466254	2212.179201	2175.440387	2292.615519
NR1H2	2038.873412	2206.952706	2338.486569	2004.820462	1811.362535	1590.337876
GLCCI1	115.3746942	146.7281854	149.3845887	89.9259838	81.24051236	106.0225251
ARHGEF17	2917.834823	3092.346756	2943.88727	3799.108327	3551.51425	3142.741087
CCDC144A	92.47589991	89.44389382	114.5656244	134.3599993	152.4513318	162.4381806
KCMF1	1871.53607	1774.808051	2076.78274	1599.624559	1619.795401	1707.059922
CDH24	590.9650366	527.6184748	593.0455851	700.3647209	692.048809	724.6493685
SNX33	884.2457477	1129.60603	1291.671255	873.868972	900.666421	785.9284426
FICD	152.3650541	171.8528747	186.4499377	217.9382666	233.6918442	223.7172547
TRMT13	156.7686684	173.8628498	163.9860898	238.0393689	204.6057348	240.2528779
IFIT5	458.8566081	511.5386737	581.8136611	415.775431	434.2857019	388.1008027
GLI3	596.2493737	566.8129901	549.2410817	413.6595255	450.3332105	497.0413789
MAN2C1	671.9915394	681.3815732	596.4151623	851.6519642	795.3546457	791.7645449
PLEKHH3	663.1843108	698.4663619	668.2994756	538.49795	534.5826307	562.2111879
TLK1	618.2674451	637.1621201	726.7054802	538.49795	549.62717	534.9760439
ZHX2	207.8505941	223.1072408	269.566175	193.6053534	170.504779	141.0391388
CGB7	93.35662277	86.42893111	64.02196657	152.3451961	111.329591	150.765976
HIST1H1C	177.0252941	208.0324272	198.8050541	333.2551164	322.9561109	178.9738038
TMEM119	1144.05899	1120.561142	1205.185441	1330.90456	1373.064956	1396.773816
CNN3	5530.939538	5110.361799	5017.300433	5767.958396	5762.058562	6054.956133
GEMIN5	455.3337167	386.9202149	423.4435333	465.4992103	522.5469993	588.4736483
VIRMA	1653.116801	1585.870387	1560.114238	1853.533219	1775.25564	1837.39954
PTGIS	727.4770793	849.2144976	755.9084825	1035.735743	1044.091029	884.169498
NAP1L3	103.0445742	97.48379439	103.3337004	150.2292906	156.463209	133.2576691
TXNIP	675.5144308	883.384075	1288.301678	594.5694458	647.9181603	450.3525606
BUB3	2363.860146	2254.187122	2052.072508	1604.914323	1720.09233	2072.788999
SYBU	50.20120281	37.18454013	62.89877418	13.75338576	35.10392509	27.23514405
USF2	1764.968604	1830.082367	1715.114789	1656.754007	1527.522226	1473.61583
ENTPD7	320.5831197	335.6658487	353.8056047	436.934486	442.3094562	386.1554353
WIPI2	2229.990272	2516.488878	2405.878112	2104.268021	2130.306769	1973.57526
LTN1	615.6252766	651.2319461	495.3278466	683.4374769	784.3219835	731.4581545
STRA6	4.403614282	12.05985085	2.246384792	17.98519676	19.05641648	23.34440919
ADAM19	2431.675806	1925.556186	2236.27606	2820.502033	2547.541993	2818.837409
TNFRSF1B	91.59517706	105.523695	108.9496624	51.83968478	73.21675805	69.06054385
TSPAN13	1804.601133	1519.541207	1517.432927	1938.169439	1915.671341	2110.723664
STT3B	3029.686626	2933.55872	2678.813865	3195.017307	3157.34732	3418.010579
KHDRBS3	408.6554053	423.0997674	568.3353524	351.2403132	356.0540974	342.3846681
SLC39A10	601.5337109	630.1272071	769.3867913	899.259838	845.5031101	744.1030428
VCL	9131.334574	9373.519075	9451.664012	10147.88278	10496.0736	10513.73829
HSF1	3152.987826	3221.990153	3034.865854	2869.16786	2771.204144	2544.540601
