Gene	Eto_1	Eto_2	Eto_3	FTY_1	FTY_2	FTY_3
GLO1	1605.592544	1632.22048	1586.829774	2362.098701	2050.174645	2225.044137
GNG2	392.5761989	423.0857998	435.7014327	835.8059907	638.1671076	673.9154376
FGF7	3533.18579	3651.898482	3525.572244	1966.654138	2449.154711	2410.370882
KIAA1549	620.8438201	625.7216302	656.1302641	399.8481768	393.9551279	484.0959227
LRPAP1	2957.554397	2993.888725	3002.214902	2140.156541	2355.690867	2255.370331
TRIM35	777.4332028	682.504198	761.8329786	536.3602195	568.8229652	512.1757326
ZFYVE26	894.3238687	826.1306932	804.3718758	628.8361194	625.1022692	541.3787349
VASP	2184.532163	2126.562836	2357.686155	3194.3818	2763.71582	3040.481816
SVIL	1275.872646	1268.144016	1237.495194	610.3409394	816.0499077	817.6840643
CYB5R1	1155.673754	1218.04175	1197.534411	777.6782821	912.5287145	722.2127106
VGLL3	4891.764096	4964.577845	4891.973187	3684.063708	3857.142298	4088.420322
TMSB10	23331.81802	24062.44817	24811.77863	37372.59369	32140.50751	34549.3981
TXN	3489.076104	3553.920718	3448.228795	4335.798622	4588.773249	4481.53766
YEATS4	78.29469135	83.50377627	85.07779456	180.5481855	156.7780611	169.6020518
EFL1	975.9267865	953.0564331	913.9417628	673.7529851	745.7007777	530.1468109
PAICS	1317.776847	1248.103109	1305.815241	2254.650512	1856.212044	1851.021069
HIPK2	2477.86157	2462.804708	2228.780406	1482.256567	1739.633486	1834.173183
CLTC	12627.50015	13329.42946	12632.76343	10612.71042	11054.86328	10878.11836
UBE2Q2	882.1937053	930.7887595	883.0043829	1229.489107	1131.616005	1262.468253
GINS4	71.67823856	51.21564944	72.18721963	345.2433597	196.9775639	203.2978237
FAM72B	12.13016345	13.3606042	6.445287467	76.6228885	58.28927912	48.29727303
CSRP2	241.5005268	250.5113288	252.6552687	574.2313023	390.9401651	403.2260702
FBN1	23454.2224	24628.04708	23196.58959	17265.69088	19729.916	18114.84696
CALM3	6113.602378	6079.074912	6327.983235	8616.111703	7684.134968	7615.244445
PAK4	879.988221	809.429938	964.215005	1449.669822	1373.81801	1195.076709
H6PD	2474.553343	2235.674437	2326.748775	1640.786681	1743.653436	1607.288319
NEDD9	602.0972039	619.0413281	576.2086995	357.5734797	447.2194691	336.9577188
ARHGAP5	1218.530055	1292.638457	1102.144157	806.7421364	895.4439258	897.4307244
MAPRE1	2265.032338	2321.40498	2361.553328	3394.305888	2857.179665	3032.619469
SLC41A1	1046.502283	1104.476614	1151.128342	825.2373164	869.314249	845.7638742
DDIT3	405.8091044	487.6620534	451.1701227	191.1168598	275.3665945	245.9791347
PKN3	40.80145887	52.32903313	54.14041472	209.6120398	145.7231978	107.82647
SPATA18	990.2624342	965.3036537	966.79312	346.1240825	530.6334375	579.5672763
ELL	575.6313927	525.5170986	516.9120548	380.4722739	386.9202149	353.8056047
ACTN1	17110.14691	16947.92643	17389.38558	20840.54495	20018.34743	19266.11917
TBCK	779.6386871	758.2142885	748.9424036	530.1951595	549.7282014	560.4730056
CARS	3023.718925	3098.546791	3051.199087	2043.277027	2247.152209	2455.298578
SGIP1	555.7820343	586.7532012	551.7166071	295.0421569	389.9351776	335.8345264
GPCPD1	919.6869378	953.0564331	832.7311407	479.9939567	659.2718466	602.0311243
SPHK1	2265.032338	2016.337851	2264.874016	3505.276968	2762.710833	2934.901731
ITGB1	49915.62259	55994.29221	51426.9487	39771.68275	43787.30847	43150.80547
BOLA3	249.2197217	194.8421446	248.7880962	364.6192625	372.8503889	465.001652
DUSP4	395.8844253	387.4575219	372.5376156	202.566257	251.2468928	248.2255195
CD46	2482.272538	2547.421868	2435.029605	1724.455353	1880.331745	1873.484917
PPP1R3C	2003.682453	1825.949241	1758.274421	1157.269833	1227.089824	1332.106182
ZZEF1	1506.345752	1546.489936	1512.06444	1227.727662	1199.95516	1146.779436
CCDC136	230.4731055	197.068912	198.514854	125.9433685	119.593521	99.96412325
VCAN	6694.747481	7041.038415	6511.029399	4586.804636	5359.598716	5291.359378
DNAJC9	232.6785898	234.9239572	232.0303488	573.3505795	423.0997674	395.3637234
TMEM97	152.1784142	171.4610873	180.4680491	288.8770969	258.2818058	279.6749066
PLXNB1	781.8441713	672.4837449	768.278266	437.7192596	457.2693448	487.4654999
LIF	74.98646495	45.64873103	45.11701227	14.0915657	21.10473899	11.23192396
VPS11	1140.235364	1123.404137	1158.862686	755.6602107	835.1446716	827.7927959
PRDM8	258.0416588	273.8923862	284.881706	465.0216681	455.2593697	451.5233432
TNFRSF14	266.8635959	203.7492141	251.3662112	93.35662277	136.6783097	116.8120092
RPA2	351.77474	341.8087909	345.4674082	580.3963623	479.3790714	566.0889676
MIR222HG	283.4047278	322.8812682	327.4206033	202.566257	197.9825515	152.7541659
TXLNA	2600.265946	2446.103953	2396.35788	1966.654138	2110.473899	1974.572232
RUVBL2	1676.16804	1609.952806	1742.805731	2794.533623	2442.119798	2138.558322
MAD2L2	433.3776577	460.940845	466.6388126	815.549365	705.5012749	679.5313996
SEPHS1	574.5286506	575.6193644	555.5837796	1071.839716	816.0499077	931.1264963
GTF2A2	678.1864109	574.5059807	604.5679644	904.5023734	819.0648704	933.3728811
SZT2	771.9194921	794.9559501	808.2390483	542.5252795	608.0174805	515.5453098
KLHL24	507.2613805	584.5264339	509.1777099	221.0614369	337.6758239	292.030023
CTNNAL1	845.803215	935.2422942	925.5432802	1535.980661	1238.144688	1414.099227
PLBD2	3254.19203	2887.003892	3078.269294	1964.892692	2300.41655	2205.949866
PFAS	371.6240984	309.520664	378.982903	688.7252736	520.5835618	620.0022026
C20orf27	787.357882	715.9057085	761.8329786	1368.643319	1081.366626	1123.192396
SRP9	2263.929596	2457.23779	2268.741188	3677.017925	3164.705861	2989.938158
ABCC9	857.9333784	880.6864937	800.5047034	472.9481738	570.8329404	542.5019273
CBX2	1.102742132	2.226767367	5.156229973	64.29276851	35.17456499	31.44938709
CENPN	124.6098609	118.0186705	128.9057493	409.5361282	279.3865448	204.4210161
TEX30	111.3769553	109.111601	122.4604619	356.6927568	247.2269425	162.8628974
HIF1A	9764.781576	10264.28418	9780.079202	7512.565964	8233.86317	7761.259456
TRAF2	192.979873	217.1098183	221.7178889	468.5445596	376.8703391	293.1532154
XPR1	1182.139565	1104.476614	1256.831056	823.4758707	911.523727	876.0900689
APOL6	722.2960962	796.0693338	670.3098965	442.1228739	464.3042578	423.4435333
WSB2	2415.005268	2516.247125	2532.997974	3126.56614	2977.778173	2992.184543
XG	724.5015805	817.2236237	712.8487938	347.8855282	478.3740838	418.9507637
CELF2	86.01388627	82.39039258	101.835542	280.9505912	177.8828001	187.5731301
HIST1H2BG	33.08226395	33.40151051	47.69512725	8.807228563	17.08478871	0
TCOF1	1090.611968	1036.560209	999.0195573	1572.090299	1417.032475	1323.120643
AFF4	3851.878266	4010.408028	3658.345166	2626.315558	2836.074926	3187.62002
CHCHD2	2689.588059	2607.544587	2659.325609	3411.920345	3133.551247	3495.374736
HDGF	2955.348913	2841.35516	2801.121933	4416.825124	3734.533814	3806.49903
HTRA3	28.67129542	26.72120841	14.17963243	125.0626456	74.36908026	92.10177647
CCDC47	1449.003161	1638.900782	1649.993591	1151.985496	1272.314265	1252.359522
RAN	6207.335459	6159.238538	6128.179323	8871.521332	7773.578862	8046.550325
ATP9A	2042.278428	1992.956794	2022.531207	1210.113205	1479.341705	1509.57058
POLA2	49.62339592	30.06135946	38.6717248	111.8518028	82.40898083	155.0005507
FAM198B-AS1	51.82888019	41.19519629	38.6717248	13.21084284	13.06483842	10.10873156
GDF5	87.1166284	75.71009048	72.18721963	20.2566257	39.19451527	11.23192396
SSRP1	1442.386708	1566.530843	1515.931612	2740.809529	2075.299334	2342.979338
SLC4A7	1075.173578	1083.322324	956.48066	679.0373222	798.965119	752.5389053
ZFR	3010.486019	3177.597033	2990.613385	2196.522804	2413.980146	2282.326949
TOM1L2	1698.222883	1597.705586	1740.227616	1271.763805	1249.199551	1288.301678
KHSRP	3444.966419	3111.907396	3493.345807	4652.85885	4236.022612	4672.480367
SORBS3	2499.916412	2135.469905	2338.350293	3322.086614	3268.219581	2979.829427
GMPS	795.0770769	800.5228685	785.0360134	1216.278265	1029.107273	1062.540007
KIF26B	1003.49534	935.2422942	889.4496704	532.8373281	589.9277042	545.8715045
EIF5A	9609.294935	9437.040102	9723.360672	13428.38139	12207.58403	12494.39221
TICRR	114.6851817	95.75099679	86.36685205	237.7951712	179.8927752	192.0658997
ANGPT1	1447.900419	1475.233381	1423.119473	930.0433363	1116.541191	1062.540007
ARFGEF2	1413.715413	1316.019514	1278.745033	1011.069839	1031.117248	960.3294986
NECTIN1	133.4317979	124.6989726	100.5464845	251.0060141	226.1222035	194.3122845
SNRPE	379.3432933	332.9017214	381.561018	680.7987679	574.8528907	545.8715045
ELP2	1345.345401	1381.709151	1378.00246	1084.169836	1063.27685	1119.822819
EZH1	903.1458058	946.376131	913.9417628	567.1855195	678.3666105	670.5458604
SLC39A6	2370.895583	2431.629965	2427.29526	1843.352938	1967.765664	2068.920393
PRRC2B	3900.39892	3807.772198	3762.758823	2981.246869	3108.426557	3029.249892
BSDC1	1918.771309	1838.196462	1972.257965	1356.313199	1413.012525	1520.802504
ST3GAL4	564.6039714	572.2792134	607.1460794	915.9517706	762.7855664	822.1768339
CYLD	1454.516872	1563.190692	1469.525542	1063.91321	1184.880346	1117.576434
APH1B	742.1454546	722.5860106	721.8721963	443.8843196	550.7331889	512.1757326
LONP2	1606.695286	1623.313411	1649.993591	1228.608385	1291.409029	1279.316139
NRP2	717.8851277	747.0804517	689.6457589	1244.461396	998.9576456	1219.786942
GALNT2	4720.839065	4662.850867	4863.613922	3691.990214	3942.566241	3891.861652
TMBIM6	12823.78825	12892.98306	12716.55217	10322.9526	11272.94558	11017.39421
ERH	1204.194408	1233.629121	1193.667239	1762.326436	1652.199567	1538.773583
CENPP	13.23290558	13.3606042	16.75774741	83.66867135	56.27930398	47.17408063
GPC1	12101.49215	10616.11342	11671.12654	7567.170782	8343.406815	7900.535314
HAUS1	156.5893827	161.4406341	121.1714044	338.1975768	283.406495	299.8923697
TOM1	1821.730001	1821.495706	1891.047343	1103.545739	1336.63347	1289.424871
RANBP2	2649.889342	2830.221324	2575.536872	2168.339672	2127.558688	2236.27606
EP300	2061.025044	1896.092413	1947.765872	1487.540904	1477.331729	1476.998001
PAPPA	1396.071539	1312.679363	1298.080896	567.1855195	646.2070082	790.7274468
HUNK	14.33564771	17.81413894	10.31245995	79.26505707	45.2244407	49.42046542
LIMA1	8149.264353	9364.670163	8888.051416	6701.420214	7319.32448	6971.655202
GBP1	232.6785898	260.531782	238.4756363	425.3891396	370.8404137	380.7622223
NUP93	598.7889775	680.2774307	635.5053442	1159.912002	906.4987891	958.0831138
SLC8A1	1603.387059	1616.633109	1603.587522	998.7397191	1238.144688	1171.489669
CACYBP	928.5088748	958.6233516	969.371235	1748.23487	1416.027488	1359.062799
RBM12	799.4880454	850.6251343	781.168841	1184.572242	981.8728569	1098.482163
MIGA1	738.8372282	798.2961011	785.0360134	547.8096166	586.9127415	536.8859653
LSM5	228.2676212	219.3365857	193.358624	424.5084167	343.7057493	360.5447591
PTCHD4	62.8563015	57.89595155	69.60910464	19.37590284	22.10972656	12.35511636
SPIN4	33.08226395	45.64873103	60.58570219	156.7686684	112.558608	108.9496624
POLR1E	327.5144131	354.0560114	341.6002357	619.148168	489.4289471	566.0889676
GPR108	1131.413427	1151.238729	1120.190962	730.1192479	872.3292117	796.3434088
SF3A2	803.899014	783.8221132	757.9658061	1166.077062	1120.561142	1061.416814
LRRCC1	50.72613805	82.39039258	61.87475968	213.1349312	156.7780611	165.1092822
HOXB2	210.6237471	224.9035041	233.3194063	431.5541996	344.7107369	402.1028778
NUP62	852.4196677	936.3556779	893.3168429	1325.487899	1168.800545	1300.656795
DSCC1	99.24679185	97.97776416	103.1245995	286.2349283	192.9576136	177.4643986
TTC17	1096.125679	1125.630904	1024.800707	779.4397278	852.2294603	777.249138
KIF13A	2574.902877	2552.988786	2567.802527	1825.738481	2078.314297	2058.811662
TMSB4X	23982.43588	26221.29913	25648.37694	34707.52632	31344.55735	32905.04443
BIRC6	2036.764717	2075.347186	1950.343987	1542.145721	1612.000064	1598.30278
TENT5B	25.36306903	14.47398789	23.20303488	104.8060199	48.23940341	99.96412325
APLP1	361.6994192	359.6229298	412.4983979	232.5108341	255.2668431	187.5731301
SAMD8	1068.557126	1036.560209	980.9727524	698.4132251	758.7656162	753.6620977
TPP1	2035.661975	2072.007035	2067.648219	1342.221633	1590.895325	1605.041934
TPGS2	2051.100365	2083.140872	2110.187117	2617.508329	2503.42404	2599.067204
CNOT9	675.9809267	733.7198475	706.4035063	1110.591522	1023.077347	982.7933465
SPTAN1	9501.226206	9638.562549	9813.594697	7420.970787	8050.955432	7807.310345
PSAP	15615.93133	14824.70375	14960.80127	9894.040568	11682.98051	11145.43815
MBTPS1	3818.796002	3712.021201	3827.211698	2879.96374	3129.531296	3141.569132
CBFB	1196.475213	1269.257399	1184.643836	1897.077033	1701.443958	1608.411511
DOCK10	852.4196677	862.8723548	799.2156459	1235.654167	1105.486328	1183.844785
TGFB1I1	2127.189572	1971.802504	2072.804449	3419.846851	2867.22954	2683.306634
TBX1	3.308226395	4.453534734	2.578114987	64.29276851	20.09975142	47.17408063
YWHAQ	7733.530569	8156.648866	8090.124828	12319.55131	10183.53906	10116.59391
DNAJB5	250.3224639	229.3570388	241.0537513	380.4722739	335.6658487	395.3637234
EPG5	4973.367014	5242.923766	4988.652499	3411.920345	3823.977708	4185.014868
CLN8	627.4602729	625.7216302	577.497757	425.3891396	419.0798171	454.8929204
COPS9	734.4262597	655.7829896	698.6691614	1018.115622	968.8080185	963.6990758
BTBD19	288.9184385	289.4797577	296.4832235	166.4566198	186.9276882	141.5222419
LINC00475	108.0687289	90.18407837	108.2808294	31.70602283	60.29925426	23.58704032
MRTO4	759.7893287	831.6976116	765.700151	1220.681879	992.9277202	1163.627322
C17orf53	30.87677969	25.60782472	34.80455232	145.3192713	120.5985085	62.89877418
VAT1L	37.49323248	42.30857998	39.96078229	162.0530056	80.39900569	103.3337004
NXT1	143.3564771	172.574471	177.8899341	320.5831197	243.2069922	350.4360276
STAT2	1971.702931	2147.717126	2116.632404	1217.158987	1544.665897	1518.556119
TUBB6	8966.396272	9287.846688	9368.869861	13334.14404	12106.08028	11119.60472
GARS	8674.169607	9124.179287	8578.677618	6638.888891	7164.556394	6949.191354
ARID5B	1737.921599	1761.372987	1611.321867	1140.536099	1293.419004	1252.359522
ZNFX1	2795.451304	2880.323589	2579.404044	1712.125233	2025.049956	2056.565277
MSH6	546.9600973	630.1751649	554.2947221	1026.92285	863.2843235	830.0391807
NUP188	1173.317628	1147.898578	1111.167559	1699.795113	1449.192077	1407.360072
ZFAND5	4079.043145	4148.467605	4077.288851	3109.832406	3470.222083	3381.932304
ABCA1	399.1926516	352.9426277	372.5376156	130.3469827	158.7880362	175.2180138
MYOF	16320.58355	16967.96734	16132.55453	11678.38507	13119.10775	13773.70835
MIEF2	458.7407268	405.2716608	435.7014327	294.161434	306.5212092	274.0589446
NTN4	1258.228772	1170.166251	1191.089124	451.8108253	616.0573811	589.6760079
TRIP12	4212.474943	4463.555187	4284.827108	3597.752868	3785.78818	3463.925349
GOLGA3	3191.335729	3047.331142	3038.308512	2510.060141	2515.48389	2595.697627
GNS	4258.790112	4413.452922	4193.304026	3016.475783	3488.311859	3458.309387
SLC35E2B	1440.181224	1426.244499	1421.830415	1058.628873	1116.541191	1007.503579
BAZ2A	1584.640443	1573.211145	1506.90821	1199.54453	1203.97511	1290.548063
RAD51D	140.0482507	106.8848336	135.3510368	261.5746883	207.0274396	206.6674009
SRRT	1447.900419	1376.142233	1447.611565	2158.651721	1891.386609	1991.420118
DBI	514.9805755	523.2903313	485.974675	893.9336992	730.6259642	786.2346772
MAZ	517.1860597	418.632265	467.9278701	767.9903307	744.6957902	723.335903
SEC31A	7343.159854	8119.907204	7539.697278	6158.014211	6560.558864	5772.085723
HAUS5	185.2606781	154.760332	163.7103017	341.7204683	308.5311843	265.0734055
FYCO1	1346.448143	1349.421024	1274.877861	782.0818964	930.6184908	922.1409571
STARD8	58.44533298	57.89595155	65.74193216	206.9698712	143.7132227	133.6598951
ANKRD33B	177.5414832	151.420181	181.7571066	95.11806848	93.46384411	83.11623731
CD99L2	2713.848386	2692.161747	2741.825288	1964.892692	2248.157196	2066.674009
LSM6	103.6577604	101.3179152	105.7027145	225.4650512	168.8379119	222.3920944
AKAP9	809.4127246	877.3463427	864.957578	553.0939538	539.6783257	636.8500885
IER3	775.2277185	770.461509	819.8405658	544.2867252	537.6683505	544.7483121
EVC	1720.277725	1693.456583	1736.360444	1086.812005	1322.563644	1235.511636
ITGA1	1174.42037	1269.257399	1214.292159	869.2734592	995.9426829	907.539456
PSMA5	1151.262785	1063.281418	1100.855099	1564.163793	1438.137214	1441.055844
TMPO-AS1	1.102742132	0	2.578114987	51.08192567	33.16458985	49.42046542
MEX3A	46.31516953	36.74166156	25.78114987	142.6771027	77.38404297	105.5800852
DYNLL1	3159.356207	3263.327577	3248.424883	4754.141978	4486.264517	4024.398355
GGCX	1079.584547	1115.610451	1149.839284	825.2373164	870.3192365	887.3219929
TUBA1A	7712.578469	8044.197114	7917.391124	12932.53442	10722.2124	10326.63089
CTIF	2502.121897	2392.661536	2572.958757	1927.02161	2047.159682	1904.934304
PCMTD1	997.9816291	996.4783968	872.691923	600.652988	684.3965359	725.5822878
TERF2IP	1670.654329	1680.095979	1659.016994	1227.727662	1293.419004	1313.011911
CFL1	15952.26768	16081.71393	16538.60764	22223.27983	19623.38731	19708.65697
SNRNP25	261.3498852	270.5522351	250.0771537	395.4445625	366.8204634	490.8350771
PAM	10152.94681	11290.82394	10293.12408	8616.992426	8892.130029	8690.139568
COPA	6491.842929	6781.620017	6355.053442	5491.307009	5695.264565	5704.694179
COQ2	135.6372822	124.6989726	134.0619793	259.8132426	199.9925266	269.566175
RAB3GAP2	1160.084722	1212.474831	1112.456617	842.8517735	941.6733541	927.7569191
NFE2L2	1726.894178	1923.927005	1796.946146	1306.992719	1389.897811	1363.555569
PRKY	352.8774821	342.9221745	369.9595006	234.2722798	268.3316815	197.6818617
NUP205	800.5907876	807.2031706	730.8955987	1231.250553	1063.27685	1174.859246
CEBPD	926.3033906	761.5544396	899.7621303	420.1048025	596.9626172	484.0959227
RPLP2	5839.019587	5418.838388	5849.742905	7883.350287	7402.738448	7072.742518
FHL3	519.391544	480.9817513	484.6856175	789.1276793	676.3566353	655.9443593
ADAMTS7	433.3776577	433.1062529	425.3889728	212.2542084	250.2419052	298.7691773
COX7A2	1189.85876	1075.528638	1127.925307	1636.383067	1437.132227	1581.454894
EIF4G3	2754.649845	2851.375614	2848.81706	2083.790278	2323.531264	2353.08807
PLEK2	67.26727003	54.5558005	68.32004715	240.4373398	144.7182102	103.3337004
NPTX1	280.0965014	281.6860719	305.5066259	114.4939713	155.7730735	210.0369781
BPTF	1305.646684	1391.729604	1385.736805	1028.684296	1022.07236	1154.641783
SLC27A1	945.0500068	817.2236237	895.8949579	500.2505824	640.1770828	559.3498132
SNRPD1	395.8844253	416.4054977	435.7014327	809.384305	624.0972816	590.7992003
PTPRM	1949.648089	1998.523712	2085.695024	1324.607176	1561.750685	1391.635379
TENT5A	1302.338457	1440.718487	1423.119473	941.4927334	1096.44144	960.3294986
LACTB	1052.015994	1015.405919	1020.933535	739.8071993	782.8853179	800.8361784
KDM4B	1412.612671	1272.59755	1461.791197	852.5397249	889.4140004	1091.743009
SUV39H2	71.67823856	62.34948628	56.71852971	230.7493884	122.6084837	148.2613963
UQCC1	742.1454546	725.9261617	724.4503112	564.5433509	571.8379279	436.9218421
NID1	1612.208996	1556.51039	1615.189039	2740.809529	2056.20457	2335.116991
LPXN	608.7136567	583.4130502	635.5053442	1047.179476	756.755641	898.5539168
TMEM87B	1783.134027	1685.662897	1697.688719	1048.060199	1253.219501	1436.563075
CFL2	2778.910172	2846.922079	2687.684874	3825.860088	3574.74079	3697.549368
TOX4	1436.872998	1546.489936	1482.416117	1204.828867	1250.204538	1098.482163
ZNF93	8.821937053	15.58737157	21.91397739	89.83373135	58.28927912	65.14515897
FKBP5	61.75355937	51.21564944	74.76533461	162.9337284	134.6683345	111.1960472
NRIP3	177.5414832	210.4295162	221.7178889	376.0686597	321.5960227	334.711334
RALGAPB	1795.26419	1938.400993	1763.430651	1292.901153	1458.236966	1520.802504
DEK	1621.030933	1549.830088	1540.423705	3143.299874	2540.60858	2630.516591
ANKRA2	301.0486019	340.6954072	304.2175684	199.9240884	220.0922781	196.5586693
NRGN	16.54113197	7.793685785	10.31245995	75.74216564	62.30922941	44.92769584
NNMT	2990.636661	2978.301354	2892.645015	1727.097521	2248.157196	2236.27606
FAM207A	414.6310415	426.4259508	332.5768333	576.8734709	580.8828161	625.6181646
ZDBF2	230.4731055	289.4797577	235.8975213	180.5481855	148.7381605	129.1671255
BCL6	725.6043226	751.5339864	752.8095761	557.4975681	575.8578782	418.9507637
USP34	1981.627611	2125.449452	2108.898059	1621.410778	1713.503809	1676.926247
FTX	230.4731055	280.5726883	228.1631763	152.3650541	151.7531232	157.2469354
CRIP2	2771.190977	2642.059481	2908.113705	3602.156482	3810.912869	3423.490423
ITPRIP	1710.353046	1653.37477	1616.478097	1208.351759	1216.034961	1300.656795
CLCN3	1162.290207	1181.300088	1144.683054	866.6312906	881.3740998	945.7279974
LAMA2	1864.736945	2036.378757	2053.468587	1055.986705	1421.052425	1468.012462
GPRC5A	1295.722005	1230.28897	1255.541998	535.4794966	779.8703551	905.2930712
PSTPIP2	336.3363501	398.5913587	311.9519134	148.8421627	195.9725764	243.7327499
LINC00968	201.8018101	153.6469483	155.9759567	93.35662277	104.5187074	77.50027533
RNF123	682.5973795	679.164047	659.9974366	494.9662453	540.6833132	424.5667257
PLSCR4	356.1857085	357.3961624	329.9987183	218.4192684	259.2867933	179.7107834
TSFM	259.1444009	281.6860719	241.0537513	371.6650454	386.9202149	450.4001508
GPRIN1	146.6647035	115.7919031	127.6166918	287.1156512	224.1122283	243.7327499
ATP1A1	5003.141051	5213.97579	5090.488041	4223.946819	4337.526357	4383.819922
DCAF15	412.4255572	376.3236851	449.8810652	688.7252736	600.9825675	626.741357
MCMBP	862.3443469	825.0173095	904.9183603	1540.384276	1241.15965	1143.409859
SEMA3A	786.2551398	836.1511464	803.0828183	501.1313052	614.0474059	561.596198
PFN1	17287.6884	17839.74676	18479.92822	21682.516	21693.66171	23063.63266
TCP11L2	202.9045522	181.4815404	197.2257965	82.78794849	104.5187074	81.99304491
JUNB	1184.345049	1128.971055	1174.331376	718.6698508	787.9102557	752.5389053
HIVEP1	420.1447521	423.0857998	424.0999153	287.996374	292.4513832	272.9357522
MTHFD2	3142.815075	3265.554344	3064.089662	2137.514372	2373.780643	2449.682616
SLBP	681.4946373	725.9261617	761.8329786	1195.140916	995.9426829	1006.380387
PCMT1	1264.845225	1292.638457	1229.760849	1777.298724	1576.825499	1621.88982
PTTG1IP	11148.72295	11658.24055	11363.0418	9074.968312	10012.69117	9528.041095
NDST1	9655.610105	9019.521221	9120.081765	6714.631057	7436.908026	7354.663809
STIM1	1141.338106	1058.827883	1077.652064	829.6409307	878.3591371	762.6476369
MGC12916	16.54113197	16.70075525	16.75774741	80.14577993	34.16957742	105.5800852
RAD21	2738.108713	2829.10794	2835.926485	4720.67451	3969.700906	4060.340512
GALNT10	6153.301094	6160.351921	6088.218541	5255.273284	5303.319413	5161.06906
PARP1	705.7549642	754.8741375	736.0518287	1786.105953	1354.723246	1166.996899
NUDT15	181.9524517	237.1507246	168.8665316	396.3252853	324.6109855	327.9721796
EPRS	5728.745374	6033.426181	5728.5715	4050.444416	4735.501435	4536.574088
HOXB3	87.1166284	91.29746205	81.21062208	218.4192684	137.6832972	223.5152868
COMMD4	775.2277185	666.9168265	692.2238739	1063.91321	921.5736027	1023.228273
MAU2	1037.680346	926.3352247	1011.910132	731.8806936	745.7007777	708.7344019
RPL22L1	480.7955694	429.7661019	449.8810652	881.6035792	777.86038	722.2127106
AC080112.1	168.7195461	159.2138668	189.4914515	88.07228563	100.4987571	60.65238938
AC092718.4	46.31516953	57.89595155	63.16381717	181.4289084	129.6433967	125.7975484
MYO6	1295.722005	1391.729604	1335.463563	856.9433392	1001.972608	1076.018315
RPS7	4686.654059	4813.157664	4529.748032	6240.80216	5755.563819	5769.839338
RFLNB	2727.081292	2617.56504	2623.231999	3920.978156	3391.833052	3213.453445
FN1	501335.2443	499017.4536	474170.7755	284656.6729	358820.7624	353311.4001
NUTF2	1966.189221	1810.36187	1998.039115	2526.793875	2506.439002	2450.805808
PNP	306.5623126	292.8199088	302.9285109	467.6638367	396.9700906	461.6320748
SALL1	249.2197217	233.8105736	226.8741188	524.0300995	352.7506374	391.9941462
ARL4C	355.0829664	344.0355582	304.2175684	212.2542084	240.1920295	208.9137857
FGD1	607.6109145	541.1044702	586.5211595	839.3288821	732.6359393	967.068653
KLF9	403.6036202	361.8496972	357.0689256	187.5939684	248.2319301	221.268902
KIAA0513	549.1655815	576.7327481	558.1618946	416.581911	394.9601154	423.4435333
ANKRD54	337.4390923	285.026223	332.5768333	459.737331	501.488798	461.6320748
ACTN4	17801.56623	18147.04066	18420.63158	25009.00623	21831.34501	21722.54094
IVD	1396.071539	1346.080873	1326.440161	1051.58309	1121.566129	904.1698788
GCC2	871.166284	914.0880042	855.9341756	580.3963623	625.1022692	682.9009768
PDLIM1	1206.399892	1228.062203	1310.971471	1972.819198	1569.790586	1631.998551
CLIP4	1271.461678	1469.666462	1276.166918	796.1734621	997.9526581	917.6481875
VDR	820.4401459	840.6046811	750.2314611	438.5999824	575.8578782	588.5528155
ADAMTS1	12846.94583	13766.98925	13076.19921	6056.731083	8594.653708	8199.304491
ITPKC	554.6792922	448.6936245	497.5761924	336.4361311	366.8204634	295.3996002
ACAN	427.8639471	474.3014492	462.7716401	220.1807141	310.5411595	274.0589446
TCP11L1	631.8712414	710.3387901	764.4110935	465.0216681	480.384059	533.5163881
TMEM160	265.7608537	249.3979451	286.1707635	411.2975739	365.8154759	435.7986497
PSEN1	1151.262785	1124.51752	1045.425627	810.2650278	873.3341993	791.8506392
ZDHHC5	2882.567932	3052.89806	2941.6292	2382.355326	2511.46394	2495.733504
ARHGEF28	378.2405511	377.4370687	319.6862583	232.5108341	229.1371662	242.6095575
TTL	1673.962556	1799.228033	1785.344628	2270.503524	2082.334247	2320.51549
DSE	1785.339511	1765.826522	1687.376259	1382.734884	1457.231978	1204.062249
COL4A3BP	781.8441713	803.8630195	792.7703584	585.6806995	616.0573811	613.2630482
TNKS	1509.653978	1503.067973	1443.744393	1154.627665	1110.511266	1138.91709
RUSC2	2428.238174	2269.075947	2469.834157	1844.233661	1891.386609	1810.586142
APBA2	44.10968526	40.08181261	30.93737984	168.2180656	87.43391868	105.5800852
CREBRF	585.5560719	560.0319928	577.497757	226.3457741	362.8005132	370.6534907
PRKAR2B	23.15758476	44.53534734	28.35926485	215.7770998	84.41895597	146.0150115
HNRNPA1	6745.473619	7090.027297	6829.4266	10903.34896	9053.933028	8968.691282
POP1	167.616804	160.3272504	139.2182093	343.481914	247.2269425	279.6749066
SAC3D1	201.8018101	210.4295162	220.4288314	409.5361282	320.5910352	321.2330253
CCHCR1	312.0760232	300.6135946	351.9126957	559.2590138	496.4638601	489.7118847
ADAMTS5	1139.132622	1141.218276	1098.276984	467.6638367	575.8578782	753.6620977
ABCC10	827.0565987	778.2551948	813.3952783	647.3312994	587.9177291	581.8136611
SERINC3	4767.154235	5173.893978	4938.379257	3586.303471	3866.187186	4021.028778
