Gene	Eto_1	Eto_2	Eto_3	FTY_Eto_1	FTY_Eto_2	FTY_Eto_3
SRP9	2263.929596	2457.23779	2268.741188	2938.992741	3061.062268	3635.891731
HAS2	8507.655545	8843.606599	8528.404376	6500.0617	6040.884024	4868.281999
FGF5	3636.84355	3855.647696	3706.040293	3057.483449	3082.124623	2883.034535
ZKSCAN1	1839.373876	1780.30051	1813.703893	1388.034009	1439.260929	1424.981644
PNRC2	940.6390383	965.3036537	939.7229126	1188.080939	1200.554238	1347.166947
SNRPD1	395.8844253	416.4054977	435.7014327	633.7136976	617.8290816	772.3108706
HMGCR	419.04201	474.3014492	429.2561453	582.9319656	696.0606861	659.4795595
GDF5	87.1166284	75.71009048	72.18721963	30.68062977	30.08907865	16.53562317
POLR1E	327.5144131	354.0560114	341.6002357	499.3536983	478.4163506	664.3429781
SHMT1	80.50017561	66.80302101	59.29664469	135.4179521	138.4097618	248.0343476
CTNNA1	9006.094989	9616.294875	9288.948297	7983.311456	8181.220485	8091.755835
NT5DC2	2589.238525	2437.196883	2768.895496	3549.431478	3305.786775	3662.154191
TENT4A	522.6997704	568.9390623	589.0992744	733.1612562	760.2507206	816.0816378
MEX3D	780.7414292	684.7309654	764.4110935	1193.370703	1114.298879	1351.057682
ITSN2	644.0014049	607.9074912	608.4351368	472.9048795	460.3629034	417.2813142
TNFAIP8L1	56.23984871	52.32903313	51.56229973	108.9691333	112.3325603	161.4654969
GAS5	1939.72341	2061.986582	1928.43001	1597.508653	1581.682568	1574.774936
SEC16A	3379.904633	3114.134163	3320.612103	2702.011325	2701.999263	2429.763923
PACSIN2	1187.653276	1186.867007	1223.315561	1465.26456	1551.593489	1719.70481
CFLAR	1944.134378	1976.256038	1999.328172	1557.306449	1568.643967	1431.79043
TRIM59	143.3564771	129.1525073	158.5540717	233.8075579	252.7482607	430.8988862
ZFR	3010.486019	3177.597033	2990.613385	2404.726602	2425.179739	2177.83884
DMC1	1.102742132	4.453534734	2.578114987	28.56472427	31.09204794	51.55223696
VCP	8529.710388	8919.316689	9035.003971	10385.92215	10125.97794	10348.38206
SWAP70	1732.407889	1689.003048	1633.235844	1250.500151	1385.100587	1304.368863
RPGRIP1L	249.2197217	251.6247125	204.9601414	356.5300769	371.0986367	395.8822725
AFF4	3851.878266	4010.408028	3658.345166	3016.223292	3060.059299	2732.268559
FLCN	626.3575308	609.0208749	616.1694818	444.3401552	421.2471011	389.0734865
CALM2	11530.27173	11726.15696	11553.82231	13337.61033	13991.42157	13925.91276
WWC3	1853.709523	1756.919453	1729.915156	1438.815741	1374.067925	1294.642026
MSMO1	560.1930029	554.4650744	569.763412	783.9429882	768.2744749	799.5460147
KDM4A	459.8434689	484.3219024	498.8652499	352.2982659	336.9976809	322.9309938
CYBRD1	7701.551047	7773.644879	7173.60495	5528.861075	5914.509894	4919.834236
LRRFIP2	2322.374929	2449.444104	2428.584317	2001.646604	1921.689157	1984.274781
VPS39	1849.298555	1906.112866	1964.52362	1522.394008	1604.750861	1380.238193
STIM1	1141.338106	1058.827883	1077.652064	897.1439325	809.3962157	765.5020846
SEC61B	1186.550534	1064.394802	1149.839284	1660.985818	1514.483625	1486.260718
HCG11	459.8434689	452.0337755	418.9436853	288.8211009	304.9026637	306.3953706
AL160006.1	187.4661624	195.9555283	212.6944864	104.7373223	109.3236524	110.8859436
INSIG1	540.3436445	546.6713886	532.3807447	769.1316497	744.203212	887.0875491
SIPA1L2	140.0482507	146.9666462	152.1087842	85.6941728	76.22566592	71.97859499
KIAA1549	620.8438201	625.7216302	656.1302641	447.5140135	448.3272719	431.87157
ACAP2	1401.585249	1405.090209	1292.924666	1119.31401	1033.058367	1035.908158
EIF4G3	2754.649845	2851.375614	2848.81706	2332.785815	2262.698715	2187.565678
SEC13	2689.588059	2646.513016	2772.762668	3412.955573	3408.089642	3412.174476
DEPTOR	56.23984871	53.44241681	42.53889728	14.81133851	19.05641648	12.64488831
PTMS	4520.139998	4588.25416	4752.754978	6015.51934	5894.450508	6347.733932
CENPQ	22.05484263	33.40151051	21.91397739	61.36125953	73.21675805	89.48690188
CCNG1	2435.957369	2487.299149	2396.35788	1796.40377	1934.727757	1944.394749
MAPRE2	398.0899095	362.9630808	400.8968804	558.5990523	510.5113678	622.5175783
NUP155	412.4255572	447.5802408	474.3731575	618.9023591	624.8498667	775.2289218
OPTN	3478.048683	3567.281322	3395.377437	2691.431797	2676.925031	2207.992036
KIAA0556	759.7893287	745.967068	711.5597363	496.17984	546.6182622	442.5710908
DCSTAMP	6.61645279	10.02045315	6.445287467	45.49196827	42.12471011	34.04393006
GNPNAT1	712.371417	744.8536843	683.2004715	945.809759	965.8594247	932.8036838
PKD2	3795.638417	4023.768632	3721.508983	2836.371324	2975.809879	2422.955137
E2F7	340.7473187	352.9426277	331.2877758	466.557163	491.4549513	661.424927
ORAI3	222.7539106	228.2436551	234.6084638	145.9974796	130.3860075	86.56885074
ATXN2	1378.427665	1391.729604	1325.151103	1068.532278	1122.322634	1056.334516
FSTL3	1221.838282	1140.104892	1313.549586	1927.589912	1762.21704	1572.829569
FDFT1	1246.098609	1301.545526	1372.84623	1712.825503	1804.34175	2077.652418
UBTF	1869.147913	1890.525495	1813.703893	2246.033689	2306.829363	2338.331654
SPTBN1	10214.70037	10144.03874	10220.93686	8683.676177	8350.722295	7968.225003
DGKA	1611.106254	1653.37477	1750.540076	1274.833064	1198.5483	1059.252567
MAP1LC3B	4172.776226	4290.980717	4199.749313	3348.420456	3266.670972	2970.576069
TRPM4	1487.599136	1350.534408	1461.791197	1086.517475	998.9574112	818.0270053
DNM3OS	196.2880994	205.9759815	203.6710839	320.5596834	299.8878172	366.701761
GIGYF2	1274.769904	1328.266735	1338.041678	1026.214168	1093.236524	916.2680606
RRP7A	672.6727003	698.0915696	714.1378513	911.955271	964.8564554	1018.399851
CYP4V2	469.7681481	446.4668571	420.2327428	295.1688174	286.8492165	301.531952
SIVA1	626.3575308	516.6100292	563.3181246	857.9996807	786.3279221	918.213428
FGF1	256.9389167	248.2845614	207.5382564	361.8198407	390.1550532	394.9095888
NAA15	1001.289856	1055.487732	979.6836949	1260.021726	1224.625501	1341.330845
VCPIP1	1058.632446	1085.549091	988.7070974	758.5521222	809.3962157	793.7099124
NUS1	1031.063893	944.1493637	1024.800707	1289.644403	1258.726457	1452.216788
LAMA4	7829.469135	7789.23225	7504.892726	5485.485012	5768.076378	4863.418581
KIAA1217	797.2825612	852.8519016	768.278266	501.4696038	507.5024599	405.6091096
ABCC9	857.9333784	880.6864937	800.5047034	573.4103908	605.7934502	472.724286
SYF2	793.9743348	777.1418111	754.0986336	518.3968478	578.7132794	533.0306764
NDC1	266.8635959	252.7380962	239.7646938	371.3414155	386.143176	624.4629458
MTHFD1	850.2141835	848.3983669	823.7077382	1129.893538	1149.402804	1493.069504
BCL7A	567.9121978	606.7941076	549.1384922	434.8185805	426.2619476	389.0734865
SUSD6	784.0496556	713.6789412	796.6375309	616.7864536	547.6212315	520.3857881
MADD	836.9812779	848.3983669	890.7387279	665.4522801	588.7429723	608.9000063
GGCT	69.47275429	83.50377627	74.76533461	145.9974796	132.3919461	170.2196503
SNRPA	569.0149399	596.7736544	618.7475968	823.0872399	788.3338607	982.4105533
LARGE1	341.8500608	272.7790025	318.3972009	441.166297	426.2619476	474.6696535
SEMA3F	986.9542078	983.1177926	1057.027145	721.5237759	749.2180584	592.3643831
HYLS1	73.88372282	73.48332312	55.42947221	125.8963773	179.5315026	180.9191712
RAB11FIP2	764.2002972	753.7607538	720.5831388	506.7593675	552.6360779	553.4570345
GEN1	135.6372822	132.4926583	117.3042319	228.5177941	207.6146427	354.0568727
LNPK	1890.100014	2075.347186	1839.485043	1538.263299	1518.495503	1409.418705
H3F3A	1291.311036	1226.948819	1313.549586	1701.188023	1772.246733	2022.209446
FSD1	41.904201	46.76211471	42.53889728	81.46236179	124.3681918	186.7552735
RSF1	1061.940673	1091.11601	968.0821775	779.7111772	734.1735191	783.9830752
WDR4	170.9250304	158.1004831	197.2257965	269.7779514	281.83437	321.95831
TP53BP1	1475.468972	1578.778063	1505.619152	1109.792435	1180.494852	1103.023334
RFLNA	14.33564771	23.38105736	25.78114987	58.18740128	65.19300375	90.4595856
CDCP1	58.44533298	75.71009048	64.45287467	129.0702356	130.3860075	211.0723664
APP	13156.81637	13899.48191	13533.81462	10980.4916	11008.59091	10012.80617
WDR34	629.6657572	543.3312376	611.0132518	898.2018852	823.4377858	1103.996018
MCMBP	862.3443469	825.0173095	904.9183603	1145.762829	1172.471098	1563.102732
SERPINH1	10701.00965	10416.81774	10611.52129	13901.49914	13501.97256	14397.66437
ATL3	4219.091396	4009.294645	4007.679747	3456.331636	3364.961963	3363.54029
VPS13C	1001.289856	1005.385466	964.215005	807.2179487	763.2596285	690.6054385
GRPEL2	383.7542618	359.6229298	367.3813856	243.3291326	249.7393528	249.979715
MKRN1	1256.023288	1299.318759	1298.080896	972.2585778	1021.022736	980.4651859
EHBP1L1	3082.164258	2728.903408	3042.175684	2302.105185	2216.562127	1928.831809
PFKP	2331.196866	2243.468122	2485.302847	3123.07652	3092.154316	3752.613777
SUGP2	1319.982332	1460.759393	1486.28329	1887.387707	1807.350658	1935.640595
TICRR	114.6851817	95.75099679	86.36685205	154.4611016	180.5344719	239.2801942
DKK1	21042.52536	22362.31128	21719.3297	16893.38952	16942.15722	13937.58497
LAMC1	21156.1078	21124.22863	20726.75544	16118.96811	16535.95466	13244.06148
AHNAK2	5320.730785	4962.351078	4929.355854	3688.023289	3653.817118	2765.339805
CYB5B	1100.536647	1123.404137	1086.675467	1428.236213	1425.219359	1521.277332
IRX2	460.946211	463.1676124	449.8810652	668.6261384	636.8854981	803.4367495
TMEM160	265.7608537	249.3979451	286.1707635	381.920943	380.1253603	442.5710908
USP19	1215.221829	1189.093774	1045.425627	892.9121215	903.6753288	865.6885074
CYP2U1	477.487343	438.6731713	456.3263526	309.9801559	344.0184659	248.0343476
NFIB	158.794867	153.6469483	121.1714044	72.99873979	80.23754307	65.16980898
CAVIN3	1168.90666	1102.249847	1156.284572	1682.144873	1514.483625	1570.884202
ZNF687	529.3162232	538.8777029	581.3649295	425.2970057	374.1075446	375.4559144
PCDHGA4	335.233608	313.9741988	261.6786711	190.4314951	191.5671341	117.6947297
HACD4	187.4661624	169.2343199	189.4914515	259.1984239	282.8373393	356.9749238
NRGN	16.54113197	7.793685785	10.31245995	47.60787378	29.08610936	95.32300418
HR	29.77403755	25.60782472	32.22643733	72.99873979	71.21081948	93.37763675
STMP1	824.8511145	851.7385179	814.6843358	1189.138892	1027.040551	1110.804804
FANCB	16.54113197	27.83459209	24.49209237	63.47716503	71.21081948	102.1317902
WDR77	424.5557207	428.6527182	420.2327428	558.5990523	593.7578187	583.6102297
GPATCH8	1132.516169	1199.114227	1130.503422	964.8529085	820.4288779	907.5139072
CRYZ	661.645279	642.4223854	685.7785864	856.941728	843.4971715	906.5412234
RBMX	1268.153451	1323.8132	1264.565401	1719.17322	1801.332842	2480.343476
ANKRD9	487.4120222	463.1676124	474.3731575	694.0170044	690.0428704	699.3595919
HEY1	26.46581116	28.94797577	46.40606976	93.09984205	80.23754307	154.6567109
PCGF5	1103.844874	1081.095557	1058.316202	814.6236179	800.3694921	857.9070376
RNF103	533.7271917	444.2400897	510.4667674	260.2563766	366.0837903	315.149524
VPS13D	1379.530407	1434.038184	1398.62738	1006.113066	1097.248402	1150.684836
ENPP1	5873.204593	6177.052677	6090.796656	7088.283429	7130.108671	7459.511419
CCT4	2735.903229	2822.427638	2728.934713	3230.9877	3441.187628	3635.891731
TELO2	672.6727003	701.4317207	745.0752311	1053.72094	988.9277184	1213.909278
RTTN	179.7469675	145.8532625	154.6868992	257.0825184	251.7452914	363.7837098
PLEKHM2	3190.232987	2875.870055	2942.918257	2576.114948	2491.375712	2263.435007
CTPS1	906.4540322	969.7571884	950.0353726	1270.601253	1261.735365	1384.128928
TM9SF2	3404.16496	3313.429842	3377.330633	2827.907702	2772.207113	2810.083256
ADCY9	1466.647035	1367.235163	1323.862046	1027.272121	1078.191985	966.8476138
IER2	897.6320951	896.2738653	933.2776252	724.6976341	725.1467955	666.2883456
HK1	5333.963691	5367.622739	5560.994026	4822.148637	4622.68545	4196.157551
C11orf87	683.7001216	807.2031706	684.489529	533.2081863	532.5766921	514.5496858
MAF1	3611.480481	3381.346247	3498.502037	2958.035891	2709.020048	2541.62255
CYTH3	2750.238876	2719.996339	2824.324968	2250.2655	2243.642298	2238.145231
ISOC2	593.2752668	497.6825066	612.3023093	886.564405	788.3338607	760.638666
SAMD8	1068.557126	1036.560209	980.9727524	788.1747992	764.2625978	721.7313174
PLCB1	765.3030393	879.57311	911.3636478	610.4387371	559.6568629	384.2100679
IKBIP	1278.078131	1318.246281	1296.791838	1575.291646	1795.315026	1813.082447
PSAP	15615.93133	14824.70375	14960.80127	11855.41852	11839.04948	9932.073425
ST6GALNAC5	79.39743348	48.98888208	65.74193216	151.2872433	118.350376	176.0557526
FAM72B	12.13016345	13.3606042	6.445287467	43.37606277	40.11877154	65.16980898
RAB21	1403.790734	1495.274287	1407.650783	1226.167238	1145.390927	1141.930683
TMEM14A	239.2950426	268.3254677	270.7020736	373.457321	374.1075446	413.3905794
GOT1	1113.769553	1092.229394	1106.011329	843.1883422	750.2210277	796.6279635
PLEKHA2	714.5769013	641.3090017	703.8253914	948.9836173	944.7970697	1315.068384
IGFBP4	35091.46011	31910.68976	34317.28859	26064.78192	24456.40313	18760.15083
ARHGDIB	9.924679185	21.15428999	30.93737984	59.24535403	62.18409588	88.51421817
RBM38	123.5071187	101.3179152	114.7261169	189.3735424	179.5315026	190.6460084
HAUS5	185.2606781	154.760332	163.7103017	277.1836207	259.7690457	340.4393006
TONSL	316.4869918	263.871933	274.5692461	439.0503915	465.3777498	654.616141
JUND	2394.053168	1878.278274	2174.639991	1586.929126	1504.453933	1210.018543
EIF4B	5603.032771	5923.201197	5735.016788	4844.365645	4867.409957	4868.281999
CDC42EP3	4019.49507	4171.848662	4030.882782	3356.884078	3365.964932	3331.441728
HNRNPD	1734.613373	1888.298727	1885.891113	2823.675891	2858.462472	3961.740776
TENT5B	25.36306903	14.47398789	23.20303488	65.59307054	61.18112659	97.26837161
LRCH3	954.974686	1017.632687	957.7697175	772.3055079	729.1586727	709.0864291
ZDHHC7	2745.827908	2734.470327	2786.942301	2310.568807	2254.67496	2392.801942
NUP205	800.5907876	807.2031706	730.8955987	1024.098263	1049.105876	1308.259598
SLC38A2	17289.89388	18131.45329	16887.94222	13307.98765	13631.3556	15520.14137
KDM1A	1048.707767	1034.333442	1098.276984	1375.338576	1362.032294	1670.097941
DDR2	12294.47203	12720.40858	11856.75082	8897.382632	9037.756258	7752.289218
MEIS2	642.8986627	743.7403006	694.8019889	980.7221998	982.9099026	1301.450812
ATG13	1656.318682	1680.095979	1601.009407	1242.036529	1311.883829	1315.068384
PXN	4799.133757	4486.936245	4643.185091	5910.782017	5631.672554	5654.210442
PIF1	71.67823856	63.46286996	76.05439211	151.2872433	131.3889768	216.9084687
KIDINS220	2099.621019	2144.376975	2027.687437	1577.407551	1807.350658	1661.343787
TBC1D1	999.0843713	1096.682928	1095.698869	1418.714639	1340.969939	1577.692988
SLC22A4	320.8979603	329.5615703	282.303591	202.0689754	211.6265199	176.0557526
ACTC1	1520.6814	1556.51039	1610.032809	2787.705498	2728.076464	3417.037895
ARL6IP6	305.4595705	285.026223	315.8190859	450.6878717	434.2857019	552.4843508
LHFPL2	715.6796434	766.0079743	672.8880115	528.9763753	549.62717	536.9214113
NDUFB9	917.4814535	774.9150438	853.3560606	1127.777632	1065.153384	1203.209757
EXTL3	2079.77166	2153.284044	2115.343347	2694.605656	2653.856737	3011.428785
TBX18	904.2485479	831.6976116	824.9967957	628.4239338	649.9240989	607.9273226
GTF3A	1328.804269	1257.010179	1213.003101	1563.654165	1540.560827	1610.764234
BZW2	748.7619074	853.9652853	745.0752311	1056.894798	1082.203862	1207.100492
DSCC1	99.24679185	97.97776416	103.1245995	177.7360621	188.5582262	245.1162965
POLD2	1858.120492	1828.176008	1860.109963	2522.159357	2266.710592	2698.224629
FABP5P7	19.84935837	15.58737157	24.49209237	56.07149578	59.17518802	98.24105533
DENND4A	599.8917196	651.3294549	666.442724	501.4696038	429.2708554	433.8169374
MOSMO	395.8844253	405.2716608	407.3421679	293.0529119	293.8700015	255.8158173
OSTC	2233.052817	2143.263591	2080.538794	2806.748647	2909.613906	2655.426545
GATA6	211.7264893	193.7287609	216.5616589	111.0850388	108.3206831	93.37763675
HEXIM1	1061.940673	1034.333442	1126.636249	847.4201532	809.3962157	748.9664614
PXDC1	1669.551587	1591.025284	1491.43952	1312.919363	1316.898676	1054.389148
EFNB3	14.33564771	12.24722052	12.89057493	55.01354303	55.16331086	64.19712527
AKNA	395.8844253	383.0039872	357.0689256	224.2859831	241.7155985	218.8538361
LINC00968	201.8018101	153.6469483	155.9759567	88.86803105	115.3414682	83.65079959
ITGA11	8644.39557	8519.611947	8448.482811	5370.168162	5132.193849	3423.846681
NAP1L4	1933.106957	1965.122202	2040.578012	2364.524398	2403.114415	2707.951466
SNAI2	2206.587005	2168.871416	2115.343347	2605.737625	2642.824075	2683.634373
NCKAP1	5692.354883	5865.305245	5430.799219	4861.292889	4933.60593	4720.434074
FGF13	2.205484263	6.680302101	3.86717248	31.73858252	40.11877154	56.41565554
CAMK2D	3245.370093	3196.524556	3272.916976	2578.230853	2595.684518	2103.914878
AEN	1376.22218	1194.660692	1318.705816	984.9540108	995.9485034	1014.509116
YWHAH	2465.731406	2629.812261	2456.943582	3018.339197	3136.284965	3648.536619
IL17RE	37.49323248	40.08181261	30.93737984	84.63622005	85.25238951	134.2303528
GLI2	474.1791166	431.9928692	483.39656	652.7568471	709.0992869	649.7527224
DACT3	424.5557207	320.6545009	433.1233178	624.1921228	536.5885693	583.6102297
SBF2	980.337755	1004.272083	993.8633274	759.6100749	732.1675805	791.7645449
TEX30	111.3769553	109.111601	122.4604619	209.4746446	225.6680899	262.6246034
TRNP1	5129.956396	4706.27283	5205.214158	8128.250983	7656.667548	8599.496734
ZFHX3	659.4397947	573.392597	555.5837796	452.8037772	410.214439	415.3359468
N4BP2L2	959.3856545	1038.786977	1005.464845	754.3203112	729.1586727	754.8025637
GAL	11.02742132	14.47398789	7.73434496	35.97039352	55.16331086	57.38833925
PTPRK	1483.188167	1465.212928	1358.666598	1157.400309	1110.287002	1078.706241
PYCR3	460.946211	421.9724161	422.8108578	699.3067681	682.0191161	626.4083132
MT2A	12303.29396	9196.549226	11239.29228	8420.245942	7653.65864	6941.070998
DCTN3	1118.180521	1122.290753	1077.652064	1436.699835	1352.002601	1450.271421
MEF2C	241.5005268	204.8625978	220.4288314	316.3278724	347.0273738	441.5984071
GSTCD	141.1509928	131.3792747	123.7495194	236.9814161	227.6740285	259.7065522
PGP	427.8639471	383.0039872	389.295363	661.2204691	571.6924944	682.8239687
RNF146	684.8028637	682.504198	649.6849766	504.643462	530.5707536	485.3691744
FKBP5	61.75355937	51.21564944	74.76533461	108.9691333	123.3652225	156.6020783
SPG11	1036.577604	1165.712717	1049.2928	826.2610982	799.3665228	825.808475
CREB3L1	4352.523194	3993.707273	4345.41281	5349.009107	5174.318559	5229.147658
ZHX3	1900.024693	1964.008818	1840.7741	1590.102984	1550.59052	1390.937714
RNF13	501.7476699	593.4335033	536.2479172	402.0220452	383.1342682	358.9202913
NUP85	390.3707146	367.4166156	378.982903	517.338895	508.5054292	690.6054385
LAMB2	12437.8285	11650.44686	11905.73501	9889.742312	9463.015236	7942.935226
RNF44	356.1857085	320.6545009	320.9753158	184.0837786	204.6057348	189.6733246
TPGS2	2051.100365	2083.140872	2110.187117	2458.682192	2402.111446	2689.470475
CTSD	2499.916412	2241.241355	2335.772178	1802.751487	1680.976527	1442.489951
ZBTB44	453.2270161	472.0746818	498.8652499	290.9370064	330.9798652	387.128119
TRMU	331.9253816	345.1489419	342.8892932	472.9048795	479.4193199	628.3536806
C1orf43	2458.012211	2637.605946	2561.357239	2184.67243	2122.283014	2003.728455
PNPLA2	2138.216993	2026.358304	2285.498936	1651.464244	1553.599428	1285.887873
LAYN	1590.154154	1856.010601	1709.290236	2165.62928	2190.484926	2484.234211
RERE	2202.176037	1980.709573	2110.187117	1668.391488	1644.869633	1627.299857
COTL1	7141.358044	6836.175817	7236.768768	8328.204053	8141.101714	8329.090661
DNA2	56.23984871	70.14317207	55.42947221	110.0270861	131.3889768	189.6733246
CLTCL1	447.7133054	427.5393345	434.4123752	314.2119669	310.9204794	266.5153382
CRY2	524.9052547	456.4873103	493.7090199	357.5880297	362.0719131	305.4226869
TRPC4	240.3977847	222.6767367	224.2960038	363.9357462	338.0006502	453.2706117
ANK1	99.24679185	110.2249847	92.81213952	58.18740128	46.13658727	41.82539979
SPINDOC	345.1582872	352.9426277	349.3345807	543.7877138	512.5173064	583.6102297
VEPH1	272.3773065	277.2325372	234.6084638	376.6311792	389.1520839	420.1993654
CKB	666.0562475	643.5357691	697.3801039	943.6938535	881.6100045	903.6231723
TGFBR1	1323.290558	1373.915466	1225.893676	943.6938535	972.8802097	1031.044739
NUDT21	1004.598082	1041.013744	881.7153254	1265.31149	1296.83929	1763.475577
COL12A1	19492.06992	18941.99661	17946.25842	15207.01284	15517.94083	13965.7928
NDUFB6	442.1995948	469.8479145	491.130905	634.7716503	658.9508225	747.9937777
PSG5	10365.77604	10867.73814	10449.10004	8326.088147	7831.184204	6564.6424
CHD6	802.7962718	794.9559501	743.7861736	523.6866115	593.7578187	508.7135835
NORAD	8424.949886	8636.517234	7985.711171	6960.271146	6699.834846	6082.191277
LHX9	1605.592544	1727.971477	1647.415476	1049.489129	995.9485034	640.9985689
SOCS5	2323.477671	2379.300932	2181.085279	1870.460463	1810.359566	1646.753531
MTAP	702.4467378	689.1845001	652.2630916	870.6951137	861.5506187	914.3226932
OSBPL3	2036.764717	2277.983017	2159.171301	1749.853849	1763.220009	1640.917429
SKP2	372.7268405	388.5709056	337.7330633	498.2957455	556.6479551	644.8893038
BASP1	2381.923004	2519.587276	2397.646938	3154.815102	3005.898957	3408.283741
KCNK6	1603.387059	1441.83187	1613.899982	1046.31527	929.7525303	584.5829134
SNRPE	379.3432933	332.9017214	381.561018	505.7014148	543.6093543	643.9166201
TFDP1	1823.935486	2046.39921	2039.288954	2400.494791	2490.372743	2960.849232
RETSAT	1617.722707	1427.357882	1500.462922	932.0563733	1081.200893	917.2407443
ATG2A	992.4679185	855.078669	907.4964753	652.7568471	671.9894232	666.2883456
TOR4A	1236.17393	1038.786977	1164.018916	860.1155862	733.1705498	740.212308
FAM160B1	1147.954559	1177.959937	1053.159972	856.941728	836.4763865	819.9723727
DLEU2	9.924679185	11.13383684	25.78114987	42.31811002	57.16924944	71.00591128
CPXM1	13.23290558	17.81413894	7.73434496	41.26015727	44.13064869	63.22444155
LRP8	88.21937053	96.86438047	78.63250709	152.3451961	172.5107176	253.8704499
RIPK4	19.84935837	23.38105736	27.07020736	60.30330678	55.16331086	118.6674134
COL5A1	15833.17153	15286.75798	16193.14023	21698.61091	20326.1756	18346.76025
VASN	8162.497258	6894.071769	7628.642245	6075.822647	5465.179652	4848.828325
ARPC5	6034.204944	5941.015336	6016.031321	6744.448785	6918.482151	6890.491445
SEC61G	967.1048494	744.8536843	837.8873707	1316.093222	1244.684887	1158.466306
PHF3	900.9403215	906.2943184	840.4654856	568.1206271	595.7637573	711.0317965
CORO1C	8335.627773	9105.251764	8965.394866	10503.35491	10446.92811	11047.74165
SERP1	2716.05387	2536.288031	2424.717145	3357.94203	3211.507661	3027.964408
WDR45	1434.667513	1420.67758	1396.049265	1112.966294	1125.331542	883.1968143
PTGFR	341.8500608	368.5299993	366.0923281	247.5609436	228.6769978	264.5699708
WEE1	305.4595705	349.6024766	304.2175684	436.934486	487.4430742	694.4961733
NETO2	120.1988923	153.6469483	170.1555891	216.8803139	220.6532434	312.2314729
QSOX1	12228.3075	11495.68653	11595.07215	9283.535386	9044.777043	7408.931866
CYB5R1	1155.673754	1218.04175	1197.534411	943.6938535	916.7139296	720.7586337
TOM1L2	1698.222883	1597.705586	1740.227616	1415.54078	1343.978846	1200.291706
TMSB10	23331.81802	24062.44817	24811.77863	31701.55417	31712.88593	34497.20068
HEBP1	1090.611968	1144.558427	1081.519237	864.3473972	824.4407551	732.4308383
SLC4A8	114.6851817	128.0391236	140.5072668	207.3587391	181.5374412	253.8704499
RNASEH2C	607.6109145	617.9279444	632.9272292	847.4201532	838.4823251	889.0329165
LTBR	4136.385736	3896.842893	4033.460897	3490.186124	3325.84616	2908.324311
ZRANB1	406.9118466	394.137824	382.8500755	225.3439359	288.8551551	299.5865846
TEAD2	245.9114954	277.2325372	313.2409709	435.8765332	445.318364	541.7848299
DCHS1	748.7619074	613.4744097	586.5211595	923.5927513	950.8148854	1089.405762
EIF3C	1013.420019	940.8092126	1365.111885	244.3870854	514.5232449	285.9690125
CGB7	50.72613805	54.5558005	78.63250709	152.3451961	111.329591	150.765976
NUDT15	181.9524517	237.1507246	168.8665316	301.5165339	302.8967251	400.745691
HMOX1	1935.312441	1793.661114	1758.274421	1527.683772	1290.821474	1442.489951
PRR16	1082.892773	1041.013744	1078.941122	796.6384212	851.5209258	674.0698153
RHBDD1	1028.858409	1005.385466	986.1289824	704.5965319	753.2299356	634.1897829
PROSER2	46.31516953	52.32903313	48.98418475	17.98519676	14.04157004	18.48099061
METTL3	451.0215318	483.2085187	479.5293875	656.9886581	598.7726652	701.3049593
HOXB2	210.6237471	224.9035041	233.3194063	341.7187384	316.9382951	440.6257234
PHF1	1103.844874	1104.476614	1215.581216	934.1722788	825.4437243	918.213428
MRPL13	464.2544374	522.1769476	522.0682848	673.9159021	697.0636554	817.0543216
ZNF93	8.821937053	15.58737157	21.91397739	53.95559028	41.12174082	91.43226932
EIF3A	9613.705904	10081.68925	9772.344857	8208.655392	8353.731203	7484.801196
PTN	168.7195461	179.2547731	206.2491989	301.5165339	252.7482607	412.4178956
TM9SF4	1972.805673	2035.265374	1938.74247	1581.639362	1638.851817	1486.260718
HK2	577.836877	538.8777029	549.1384922	404.1379507	403.1936539	294.723166
FIBCD1	129.0208294	112.451752	130.1948068	231.6916524	221.6562127	259.7065522
PALM3	1.102742132	1.113383684	1.289057493	28.56472427	30.08907865	46.68881837
CTSF	689.2138323	620.1547118	652.2630916	490.8900763	483.431197	386.1554353
CHSY3	80.50017561	86.84392732	109.5698869	193.6053534	154.4572704	156.6020783
ITGB3BP	91.52759692	83.50377627	74.76533461	119.5486608	152.4513318	199.4001618
SVEP1	839.1867622	818.3370074	827.5749107	471.8469268	518.5351221	344.3300355
CAVIN2	249.2197217	306.180513	265.5458436	181.9678731	186.5522876	170.2196503
ASNS	55.13710658	70.14317207	65.74193216	26.44881876	23.06829363	16.53562317
BCL2L12	167.616804	132.4926583	158.5540717	256.0245656	284.8432779	370.5924958
ERN1	442.1995948	424.1991834	440.8576627	260.2563766	291.8640629	236.362143
TCF7L2	403.6036202	419.7456487	394.451593	260.2563766	264.7838921	259.7065522
MVK	169.8222883	112.451752	145.6634967	235.9234634	224.6651206	295.6958497
ZFYVE9	799.4880454	846.1715995	736.0518287	542.729761	632.873621	538.8667787
AGO2	1741.229826	1676.755827	1595.853177	1257.90582	1316.898676	1369.538672
NDUFAF3	876.6799946	840.6046811	872.691923	1164.805978	1059.135569	1059.252567
SMTN	3127.376685	3226.585915	3320.612103	4028.684074	3869.455515	3826.537739
UBE2Z	3845.261813	3915.770415	3874.906825	3358.999983	3363.958993	3316.851472
FARSB	984.7487235	953.0564331	908.7855328	1190.196844	1214.595808	1302.423496
