Gene	CTRL_1	CTRL_2	CTRL_3	FTY_Eto_1	FTY_Eto_2	FTY_Eto_3
FICD	159.9235031	157.1085372	146.5682393	217.9382666	233.6918442	223.7172547
ANGPT1	1050.779428	909.1219623	860.1522947	1193.370703	1334.952123	1117.61359
SCN1B	177.3510644	159.024495	205.4095032	268.7199986	282.8373393	278.1875428
MLLT3	160.9486538	140.8228962	197.9206151	72.99873979	107.3177139	96.2956879
OSMR	1484.418157	1144.784768	1227.107813	1011.40283	1026.037582	928.9129489
GARS	7015.105974	5971.082393	5845.612112	5457.97824	5227.475931	4928.58839
SLC3A2	6867.484279	5038.968938	5434.793106	4511.110528	4311.764971	3559.049717
FOXF1	20.50301322	32.57128211	41.72380534	83.5782673	68.20191161	146.8752411
PXDN	11364.82023	10630.69169	10353.92277	12418.24939	12602.30911	13292.69566
LMCD1	175.300763	181.0580094	177.593633	116.3748026	105.3117753	121.5854645
LRRC8A	1884.226915	1912.125855	1679.650625	2158.223611	2197.505711	2158.385166
PAMR1	2100.533705	2042.410984	1910.736316	2487.246917	2547.541993	2313.041877
KLF9	290.1176371	220.3351437	250.342832	168.2144873	145.4305468	169.2469666
PBX1	470.5441534	545.0899858	512.4539169	715.1760594	647.9181603	916.2680606
DSEL	1938.5599	1828.781692	1806.961724	1568.943929	1539.557858	1495.987555
KCTD12	804.743269	792.2485383	771.3554782	1105.560624	1011.996012	900.7051211
CSMD2	280.8912811	268.2340879	270.6698141	441.166297	388.1491146	475.6423372
LMAN1	3471.160139	3610.622419	3377.48855	4008.582972	3944.678211	4055.118413
CDK14	826.2714329	741.4756574	760.6570666	1071.706136	1031.052428	919.1861118
CRYAB	2069.779185	2252.20836	2192.104542	2567.651326	2720.05271	2523.14156
EIF1B	577.1598222	550.8378592	555.2475634	424.239053	424.256009	445.489142
COBLL1	208.1055842	174.3521572	157.2666509	231.6916524	283.8403086	270.4060731
GEM	194.7786256	206.9234393	248.2031497	293.0529119	297.8818787	430.8988862
TBX18	898.0319791	738.6017207	793.8221426	628.4239338	649.9240989	607.9273226
TCF21	93.28871016	64.18458533	55.63174045	40.20220452	37.10986367	25.28977662
SREBF1	1219.929287	972.3485688	1017.418946	854.8258225	807.3902772	745.0757266
TM9SF3	4446.078417	4384.669359	4235.501163	4842.249739	4920.567329	4943.178645
SHMT2	3504.99011	3079.902117	3267.294911	2906.196206	2572.616225	2799.383735
CLDN1	3.075451983	2.873936656	3.209523488	15.86929126	14.04157004	23.34440919
LARGE1	334.1991155	316.1330322	362.6761541	441.166297	426.2619476	474.6696535
BCAT2	423.387223	501.0229571	493.1967759	360.7618879	307.9115715	358.9202913
TCF7L1	452.0914415	389.8974064	429.0063062	340.6607857	296.8789094	307.3680543
DGKI	185.5522697	187.7638616	129.4507807	284.5892899	260.772015	247.0616639
EPS8	2467.537641	2393.031256	2371.837857	2093.688493	2097.208782	1978.438679
GLI3	685.8257923	556.5857325	574.5047043	413.6595255	450.3332105	497.0413789
ADGRG6	140.4456406	139.8649173	160.4761744	74.05669254	75.22269663	93.37763675
TSPAN13	1275.287422	1667.84124	1634.717296	1938.169439	1915.671341	2110.723664
HIP1	1713.026755	1910.209898	1741.701413	2120.137312	2167.416632	2568.857694
IFI6	312.6709516	289.3096234	328.4412369	505.7014148	601.781573	413.3905794
AKR1C1	276.7906785	321.8809055	323.0920311	232.7496051	191.5671341	219.8265198
ST8SIA2	25.62876653	29.69734545	16.04761744	48.66582653	55.16331086	125.4761994
ZNF185	200.9295296	163.8143894	163.6856979	260.2563766	269.7987386	336.5485658
ITGB1	42549.90334	39090.32842	38835.2342	47302.12543	47713.25499	45532.29744
ATF3	113.7917234	80.47022638	64.19046975	55.01354303	47.13955655	37.93466493
C11orf68	2211.249976	2331.720607	2321.555323	1984.71936	1822.395197	1614.654969
SBF2	1018.999757	924.4496245	891.1776884	759.6100749	732.1675805	791.7645449
FOXC2	432.613579	439.7123084	455.7523353	335.3710219	359.0630052	245.1162965
MXI1	359.827882	255.7803624	274.9491788	178.7940148	226.6710592	160.4928132
DUSP3	1195.325671	1271.237981	1193.942737	1520.278103	1473.361885	1385.101612
RNF144A	23.57846521	33.52926099	32.09523488	65.59307054	67.19894232	128.3942505
TGFBI	63998.10547	71994.98718	70364.5231	77481.28559	77480.3805	82414.51858
ARHGAP22	1934.459298	1661.135387	1803.7522	2576.114948	2610.729058	1951.203535
ELFN2	37.93057446	44.06702873	46.00316999	158.6929126	114.3384989	256.7885011
AFF2	105.5905181	120.7053396	111.2634809	190.4314951	193.5730727	246.0889802
DNAJC3	1133.816631	1278.901812	1236.736384	1470.554323	1477.373762	1472.643146
FBN2	4302.557325	4209.359223	4061.117053	3719.761871	3579.59739	3347.977351
NUPR1	2716.649252	2341.300396	2462.774356	2057.7181	2061.101888	1572.829569
FILIP1L	785.2654064	845.8953559	858.0126124	1105.560624	1095.242463	1405.52797
ASNS	65.60964231	44.06702873	51.3523758	26.44881876	23.06829363	16.53562317
DOCK2	228.6085974	225.1250381	253.5523555	353.3562187	309.9175101	313.2041566
ITGA1	910.3337871	859.3070603	834.4761068	1122.487868	1059.135569	1024.235953
LRRK1	842.6738434	778.8368339	793.8221426	596.6853513	592.7548494	679.9059176
NOB1	644.8197658	661.9634099	629.0666036	502.5275565	520.5410607	519.4131044
HAS1	32.80482116	45.02500762	37.44444069	80.40440904	58.17221873	78.78738101
TMEM63A	632.5179579	600.6527612	616.2285096	507.8173203	457.3539955	495.0960115
TFAP2C	544.355001	443.544224	482.4983643	362.8777934	375.1105139	392.9642213
SGCD	1341.922215	1238.666699	1232.457019	1558.364402	1630.828063	1486.260718
ATP6V1B2	2568.002406	2378.661573	2378.256904	2065.123769	2108.241444	2133.095389
GAS1	539.2292477	377.4436809	396.9110713	269.7779514	254.7541993	297.6412171
LRP12	953.3901148	889.9623846	947.87927	1074.879995	1138.370142	1179.865348
CEMIP	4290.255517	3135.464892	3056.536201	2513.695735	2683.945816	2619.437248
CPD	2325.041699	2104.679611	2162.14899	2417.422035	2573.619194	2690.443159
TRMT9B	312.6709516	312.3011167	349.8380602	441.166297	465.3777498	676.9878664
TXNDC17	499.248372	701.2405442	714.6538966	863.2894445	922.7317453	843.3167819
SOCS3	538.2040971	580.5352046	562.7364515	435.8765332	434.2857019	403.6637422
RERE	2235.853592	1878.596594	1893.618858	1668.391488	1644.869633	1627.299857
SPTLC2	1727.378864	1774.176896	1688.209355	2007.994321	2035.024686	2034.854334
ULBP1	393.6578539	296.9734545	324.1618723	267.6620459	215.638397	201.3455292
DLX2	209.1307349	286.4356868	274.9491788	408.3697617	357.0570667	390.0461702
TENM2	4081.124782	4011.057594	3853.567868	3470.085022	3483.312339	3123.287413
GNPDA1	695.0521482	604.4846767	631.2062859	518.3968478	520.5410607	488.2872255
NEFM	304.4697463	179.1420516	182.9428388	481.3685015	471.3955655	296.6685334
KIT	181.451667	227.0409959	195.7809328	132.2440938	114.3384989	141.0391388
AGO2	1708.926152	1573.959309	1528.803021	1257.90582	1316.898676	1369.538672
PICALM	4720.818794	4917.305619	4688.043974	5444.224854	5560.461735	5417.848299
IL20RB	328.0482116	238.5367425	237.5047381	181.9678731	195.5790112	156.6020783
AC022149.1	1384.978543	1349.79225	1357.628435	1570.001882	1681.979497	1615.627653
TARS	3743.850214	3366.337804	3441.67902	3014.107386	3035.988036	3122.314729
TPST1	452.0914415	452.1660339	454.6824941	597.7433041	541.6034157	602.0912203
GANAB	8402.134818	8390.937058	8044.135701	9570.240582	9346.670799	9474.912079
ESM1	333.1739649	227.0409959	211.8285502	464.4412575	578.7132794	329.7397798
S1PR3	599.7131367	765.4251295	673.9999324	923.5927513	927.7465918	1181.810715
SH3PXD2A	9941.911111	8233.828521	7847.284928	12331.49726	12123.89276	9558.562878
RFLNB	2968.836315	2889.264319	2788.00607	3364.289747	3509.38954	3789.575758
GSN	5611.674719	5160.632256	4995.088388	7178.209413	6772.048635	5768.014437
CBFB	1428.034871	1585.455055	1723.514113	1883.155896	1927.706972	2272.189161
TUBA1A	8785.541166	10677.63266	10733.71638	12527.21852	12528.08938	14276.0789
PTGFR	353.6769781	315.1750533	332.7206016	247.5609436	228.6769978	264.5699708
HLA-A	4766.950574	4365.509781	4379.92972	5631.482491	5743.002145	4908.162032
RBM38	132.2444353	115.9154451	138.00951	189.3735424	179.5315026	190.6460084
MARS	3870.968896	3461.177713	3388.186962	3181.263921	3137.287934	2946.258976
NEFL	7.176054628	5.747873313	4.27936465	30.68062977	22.06532434	11.67220459
FMN1	432.613579	423.4266674	404.3999595	596.6853513	523.5499685	684.7693362
LHX9	1532.600238	1464.749716	1415.399858	1049.489129	995.9485034	640.9985689
UHRF1BP1	452.0914415	350.6202721	330.5809192	253.9086601	288.8551551	277.2148591
SNX9	2751.504374	2333.636565	2505.568003	1998.472746	2184.46711	1950.230851
LAMB1	6763.944062	6453.903751	6282.107307	7168.687838	7294.595634	7335.007903
SLIT2	2064.653431	2005.049807	1890.409334	1670.507393	1618.792431	1730.404331
PRR16	1111.263317	1008.751766	890.1078473	796.6384212	851.5209258	674.0698153
PSG4	1436.236076	1393.859278	1452.844299	1924.416053	1911.659464	1630.217908
VCP	8827.572343	9438.965959	9308.687956	10385.92215	10125.97794	10348.38206
SH3BP4	4616.253427	4169.12411	3993.71706	3725.051635	3587.621145	3336.305146
TRIM56	1575.656566	1243.456593	1178.964961	1050.547081	1075.183077	1020.345218
EXTL1	289.0924864	322.8388844	290.9967962	564.9467688	545.6152929	361.8383424
CREB3L1	5707.01373	6376.307462	6570.964421	5349.009107	5174.318559	5229.147658
TP53	789.3660091	820.029926	759.5872254	585.0478711	689.0399011	640.9985689
DOK6	56.38328636	51.73085982	48.14285232	89.9259838	93.27614382	108.9405762
FLJ46906	75.86114892	76.63831084	59.9111051	28.56472427	39.11580225	40.85271608
LURAP1L	229.6337481	128.3691707	119.8222102	105.7952751	94.27911311	67.11517641
ERCC6	989.270388	811.408116	769.2157959	626.3080283	649.9240989	466.8881837
SOX11	47.15693041	81.42820527	86.65713417	176.6781093	152.4513318	330.7124635
MYO1C	12355.11577	11660.51899	11682.6655	10969.91207	10506.1033	9604.279013
HEPH	534.1034944	457.9139073	471.7999527	639.0034613	605.7934502	596.255118
MRAS	2066.703733	2179.401964	2249.875965	2598.331955	2499.399467	2375.293635
NFIB	138.3953392	121.6633185	108.0539574	72.99873979	80.23754307	65.16980898
MMP14	17726.90523	16938.98265	16851.06815	21399.21029	20336.20529	18968.30515
YWHAG	4761.824821	5009.271592	4859.21856	5557.425799	5443.114328	5308.907723
RPN2	4473.757485	4636.617806	4501.891612	5223.11273	5219.452177	5131.879286
WASF2	3195.394611	2971.650503	2863.964792	2571.883137	2568.604348	2706.006098
TSKU	348.5512248	396.6032586	361.606313	498.2957455	508.5054292	466.8881837
HINT3	396.7333058	357.3261243	328.4412369	286.7051954	272.8076464	255.8158173
CSF1	1624.863798	1426.43056	1448.564934	1222.99338	1250.702703	1077.733557
TMSB4XP8	924.6858963	1003.961872	1044.164975	1191.254797	1280.791781	1284.915189
TBX1	13.32695859	11.49574663	13.90793511	28.56472427	51.15143371	60.3063904
SLC31A1	1488.51876	1276.027875	1277.390348	1156.342356	1123.325603	1065.088669
AARS2	416.2111684	362.1160187	400.1205948	486.6582653	519.5380914	497.0413789
OSGIN2	624.3167526	614.0644656	698.6062792	759.6100749	774.2922906	852.0709353
SLC20A1	3940.679141	3574.219222	3496.240919	5117.317455	5015.849411	3980.221766
SIRPA	2520.845476	2484.03925	2387.885475	3044.788016	2869.495134	2735.18661
RIN3	1129.716029	980.0123998	979.9745049	844.246295	819.4259086	849.1528842
HIST1H4I	113.7917234	89.09203635	109.1237986	187.2576369	170.504779	142.0118226
TNFRSF10D	4773.101478	4374.131591	4241.92021	6558.249101	6320.712455	4664.018419
PTGFRN	420.3117711	432.0484774	403.3301183	526.8604698	543.6093543	595.2824343
PKN1	4439.927513	4169.12411	4338.205914	3624.546123	3717.004183	3400.502272
DEPTOR	49.20723173	32.57128211	29.95555255	14.81133851	19.05641648	12.64488831
ADGRL2	758.6114892	705.0724597	624.7872389	1074.879995	1143.384989	779.1196566
DKK3	10780.48435	10138.29055	9822.211714	12225.70199	12336.52225	11128.4744
AGAP1	504.3741253	473.2415694	477.1491585	594.5694458	614.8201738	659.4795595
BEND7	222.4576935	161.8984316	235.3650558	143.8815741	147.4364854	109.9132599
SPATA18	530.0028918	384.1495331	415.0983711	737.3930672	790.3397993	583.6102297
TRIM22	1323.469503	1140.952853	1161.847503	1750.911802	1736.139838	1394.828449
NGF	440.8147843	427.2585829	451.4729706	294.1108647	285.8462472	328.7670961
ARID5B	1585.908073	1392.901299	1322.323677	1070.648184	1106.275125	1245.035157
GPR153	289.0924864	281.6457923	285.6475904	426.3549585	410.214439	339.4666169
LINC00968	156.8480511	149.4447061	140.1491923	88.86803105	115.3414682	83.65079959
SIK3	889.8307738	677.291072	743.539608	573.4103908	595.7637573	554.4297182
JMY	466.4435508	379.3596387	366.9555188	279.2995262	302.8967251	258.7338685
TUFT1	152.7474485	116.873424	133.7301453	97.33165305	90.26723596	77.81469729
OPCML	29.72936917	24.90745102	27.81587023	64.53511779	59.17518802	54.4702881
SLC35F2	311.645801	326.6707999	297.4158432	388.2686595	459.3599341	534.0033602
CTNNB1	5007.86098	4890.48221	4843.170943	5533.092886	5420.046034	5531.652294
NOTCH3	3796.132898	3388.371318	3301.529828	5224.170682	5124.170094	3821.674321
INPP5K	508.4747279	475.1575272	487.8475701	361.8198407	389.1520839	419.2266817
IGF2BP2	1977.515625	1691.790712	1892.549017	1548.842827	1461.326253	1617.57302
ADAM23	373.1548406	308.4692011	330.5809192	482.4264543	445.318364	397.8276399
C17orf51	594.5873834	535.510197	550.9681987	394.616376	406.2025618	457.1613466
HSP90B1	10735.37772	12494.9186	12098.83371	13513.23048	14091.7185	15631.02732
STK10	1767.35974	1627.606126	1696.768084	1448.337316	1458.317345	1453.189472
YKT6	3036.496258	3328.018648	3280.133004	3782.181083	3661.840872	3625.19221
SLC2A3	919.560143	781.7107706	782.0538898	637.9455086	643.9062831	709.0864291
ATP6V1A	1117.414221	1054.734753	1029.187198	1272.717159	1300.851167	1189.592185
CDKN2A	761.6869412	957.0209066	1027.047516	698.2488154	685.028024	578.7468111
E2F7	381.3560459	408.0990052	387.2825009	466.557163	491.4549513	661.424927
LDHA	22820.87887	25340.45748	25269.64826	21238.40147	21528.73578	21430.16763
SPRY4	832.4223368	831.5256726	784.1935722	986.0119635	995.9485034	947.3939395
UGCG	1583.857771	1327.758735	1340.510977	1124.603774	1184.50673	933.7763675
POPDC3	359.827882	352.5362299	368.0253599	451.7458245	465.3777498	472.724286
PLEKHF1	223.4828441	172.4361994	186.1523623	141.7656686	121.3592839	112.8313111
ID3	3988.861222	5795.772257	5720.440696	6702.130675	6559.419146	6963.442724
LINC01615	205.0301322	231.8308903	222.5269618	162.9247236	163.483994	110.8859436
LAYN	1692.523741	1898.714151	1951.390281	2165.62928	2190.484926	2484.234211
TCF4	1223.004739	1226.212973	1211.060196	1386.976056	1482.388608	1634.108643
TLK1	723.7563667	664.8373465	639.7650152	538.49795	549.62717	534.9760439
TWIST2	2509.568818	2582.711075	2564.409267	2148.702036	2175.440387	2295.53357
PRICKLE2	236.8098027	247.1585525	232.1555323	277.1836207	346.0244045	356.9749238
SKIL	746.3096813	724.2320374	730.701514	889.7382632	897.6575131	856.9343539
EZH1	729.9072707	639.9298955	633.3459682	559.6570051	552.6360779	451.3252443
TBX5	376.2302926	402.3511319	372.3047246	475.020785	500.4816749	606.9546389
MEX3A	54.33298504	66.1005431	75.95872254	112.1429916	96.28505169	177.0284363
GPT2	754.5108866	647.5937266	611.949145	603.0330678	477.4133813	471.7516023
NDNF	484.8962627	547.9639225	448.2634471	731.0453506	721.1349184	1338.412793
HARS	1640.241058	1648.681662	1622.949044	1821.794636	1913.665402	1904.514716
DPY19L1	854.9756514	897.6262157	830.1967422	988.127869	1060.138538	1110.804804
BLOC1S2	556.656809	576.7032891	629.0666036	794.5225157	776.2982292	672.1244479
TNFRSF21	355.7272794	417.6787941	385.1428185	548.0195248	481.4252584	490.2325929
MARCKSL1	392.6327032	552.7538169	530.6412166	733.1612562	741.1943041	1115.668222
FZD7	1848.346642	1625.690169	1671.091896	2106.383926	1983.873252	2243.008649
F2RL1	6.150903967	14.36968328	16.04761744	27.50677152	38.11283296	28.20782777
OGFR	891.8810752	829.6097148	979.9745049	783.9429882	647.9181603	718.8132662
RSL24D1	1384.978543	1347.876292	1356.558594	1133.067396	1127.33748	1172.083878
PGF	170.1750097	249.0745102	266.3904495	284.5892899	326.967988	353.084189
CDC42BPA	1855.522697	1637.185915	1629.368091	1495.945189	1464.335161	1459.025574
MC4R	35.88027314	54.60479647	47.07301115	21.15905501	21.06235506	13.61757203
PLEKHO2	979.0188814	793.2065172	789.542778	701.4226736	707.0933483	667.2610293
FGF13	12.30180793	5.747873313	13.90793511	31.73858252	40.11877154	56.41565554
BX470102.2	86.11265553	86.21809969	110.1936397	169.2724401	180.5344719	117.6947297
F2R	698.1276002	738.6017207	744.6094492	889.7382632	863.5565573	952.2573581
ELL2	7023.307179	7921.527404	7707.135735	6465.149259	6712.873447	6115.262523
LPAR1	3163.61494	2877.768572	2837.218763	2563.419515	2638.812198	2253.70817
MFAP3L	116.8671754	111.1255507	116.6126867	183.0258258	185.5493184	149.7932923
LRP5	779.1145024	652.383621	661.1618385	562.8308633	534.5826307	528.1672579
OGT	3107.231654	2325.972734	2336.533099	2020.689754	2079.155335	1913.26887
WNT7B	59.45873834	62.26862756	57.77142278	97.33165305	110.3266217	189.6733246
INA	29.72936917	34.48723988	35.30475837	48.66582653	63.18706517	76.84201357
AL391056.1	54.33298504	43.10904985	58.84126394	117.4327553	90.26723596	70.03322756
FKBP1A	9070.533049	9316.344661	9102.208611	11089.46073	11174.08084	9833.83237
C3orf18	428.5129763	430.1325196	397.9809125	312.0960614	350.0362816	318.0675752
PCNX1	1533.625389	1468.581631	1437.866523	1687.434637	1737.142807	1707.059922
RIPK2	662.2473271	710.820333	774.5650017	900.3177907	880.6070352	863.7431399
CADPS	289.0924864	279.7298346	256.761879	392.5004705	402.1906846	355.0295564
TMEM159	528.9777411	436.8383718	548.8285164	432.702675	385.1402067	337.5212495
GPR68	129.1689833	117.8314029	132.6603042	181.9678731	192.5701034	163.4108643
PPP2CB	2454.210683	2528.106279	2394.304522	2711.5329	2858.462472	2824.673512
TSPAN2	38.95572512	48.85692316	49.21269348	82.52031455	79.23457378	91.43226932
DAB2	10018.79741	8687.910512	8536.262636	7672.273347	7981.629597	6889.518761
EXTL3	2163.067895	2428.476475	2275.552153	2694.605656	2653.856737	3011.428785
SEL1L	2529.046681	2340.342417	2304.437864	2766.546443	2829.376363	2661.262647
EGR1	1434.185775	1260.700213	1170.406232	1125.661727	1047.099937	867.6338748
RFLNA	32.80482116	38.31915542	26.74602906	58.18740128	65.19300375	90.4595856
ZMIZ1	3756.152022	3556.017623	3470.564731	4129.189586	4155.301762	4132.93311
CNN2	6961.79814	7354.403904	7187.19293	8330.319958	8377.802466	9175.325494
COL1A1	242785.4059	286263.2506	266464.2685	237918.7623	230388.0634	192954.1868
RPSA	15826.27591	17724.52534	17663.07759	18762.79203	19472.64873	19429.35723
EIF2S2	3717.196297	3602.000609	3480.193302	3168.568488	3137.287934	2941.395558
PUS7L	598.6879861	547.0059436	509.2443934	721.5237759	662.9626996	678.9332339
EHBP1L1	2917.578782	2490.745102	2636.088625	2302.105185	2216.562127	1928.831809
PGBD5	12.30180793	7.663831084	4.27936465	24.33291326	26.0772015	42.79808351
GBP1	393.6578539	410.014963	396.9110713	485.6003125	533.5796614	570.9653414
PLEKHH3	723.7563667	680.1650087	666.5110443	538.49795	534.5826307	562.2111879
ABCC3	377.2554433	327.6287788	271.7396553	480.3105488	444.3153948	397.8276399
HIST1H2BK	360.8530327	371.6958076	373.3745657	642.1773196	565.6746787	400.745691
NSG1	6.150903967	19.15957771	6.419046975	29.62267702	26.0772015	38.90734865
KLF11	172.2253111	134.117044	138.00951	95.21574755	93.27614382	111.8586274
ZNF503	365.978786	396.6032586	424.7269415	536.3820445	477.4133813	509.6862673
PCDH19	28.70421851	45.9829865	27.81587023	72.99873979	64.19003446	70.03322756
COL5A2	5922.295369	6426.122364	6036.043839	6948.633666	6898.422766	6837.966524
CTNND1	3518.317069	3464.05165	3443.818702	3758.906123	3948.690088	3960.768092
DDIT3	328.0482116	248.1165313	290.9967962	244.3870854	178.5285333	156.6020783
PLXNA4	118.9174767	85.26012081	78.09840487	153.4031488	152.4513318	210.0996827
HMGXB3	1361.400078	1222.381058	1282.739554	1549.90078	1572.655844	1397.7465
NNMT	2184.596059	1970.562567	1857.244258	1714.941409	1603.747892	1412.336756
UBR4	5935.622328	4543.693854	4588.548746	4105.914625	4156.304731	4092.080394
IRS1	1642.291359	1416.850772	1428.237952	1256.847868	1251.705672	1052.443781
CMBL	424.4123737	435.8803929	453.6126529	549.0774775	624.8498667	525.2492067
RPS6KA2	3317.387539	2448.594031	2396.444204	2041.848809	1969.831682	1365.647937
EMILIN2	1852.447245	1809.622115	1769.517283	2068.297627	2040.039533	2542.595234
IL24	4.100602644	3.831915542	4.27936465	17.98519676	8.023754307	34.04393006
ZXDC	372.12969	365.9479343	339.1396485	257.0825184	267.7928	307.3680543
C11orf87	639.6940125	688.7868187	644.0443799	533.2081863	532.5766921	514.5496858
KLF4	568.9586169	421.5107096	438.6348767	366.0516517	319.947203	266.5153382
ZNF396	10.25150661	16.28564105	12.83809395	2.115905501	2.005938577	0.972683716
SLC38A1	2385.525588	1700.412522	1641.136343	1491.713378	1436.252021	1569.911518
ABTB1	418.2614697	346.7883565	397.9809125	257.0825184	315.9353258	299.5865846
GEMIN5	403.9093605	438.7543296	401.190436	465.4992103	522.5469993	588.4736483
MEDAG	301.3942944	228.9569536	202.1999797	375.5732265	424.256009	276.2421754
KCNMA1	1388.053995	1484.867272	1584.434762	1243.094482	1293.830382	1214.881961
NDN	508.4747279	636.09798	607.6697803	709.8862956	703.0814712	796.6279635
PKD1P6	646.8700672	554.6697747	527.4316932	411.54362	463.3718112	465.9155
CDH8	4.100602644	5.747873313	7.488888138	19.04314951	22.06532434	18.48099061
NAB2	1268.111368	1436.968328	1473.171281	1762.549282	1659.914172	1590.337876
RPL9P9	2796.611004	2998.473912	3008.393349	3173.858252	3591.633022	3584.339494
EPB41L4B	66.63479297	86.21809969	72.74919906	41.26015727	49.14549513	43.77076723
BMPER	800.6426663	657.1735154	634.4158094	921.4768458	898.6604824	790.7918612
CDA	142.4959419	224.1670592	250.342832	120.6066136	80.23754307	133.2576691
LINC00641	143.5210926	136.0330017	110.1936397	183.0258258	192.5701034	190.6460084
CDC25B	1973.415023	2144.914725	2066.933126	1256.847868	1321.913522	1995.946986
PRKCD	547.430453	509.6447671	541.3396283	652.7568471	691.0458397	606.9546389
STT3B	2901.176371	2954.406883	2703.488618	3195.017307	3157.34732	3418.010579
LRRN3	33.82997182	47.89894427	46.00316999	96.2737003	109.3236524	61.27907412
HYOU1	1754.032781	1970.562567	1944.971234	2272.482508	2236.621513	2473.53469
SLC16A6	39.98087578	23.94947214	22.46666441	14.81133851	15.04453933	5.836102297
CDHR3	82.01205289	91.00799412	72.74919906	47.60787378	41.12174082	51.55223696
PXK	745.2845306	594.9048879	644.0443799	533.2081863	537.5915386	510.658951
PDLIM4	1270.161669	1375.65768	1456.053822	2129.658887	1827.410043	1459.025574
DSP	13897.96751	12239.13824	12026.08451	18503.59361	18099.58378	13352.02937
PDIA6	3926.327032	4529.324171	4292.202744	4862.350842	4904.51982	5163.977849
ANKRD33B	105.5905181	131.2431073	106.9841163	88.86803105	73.21675805	63.22444155
FLII	6052.489503	6141.602635	6176.193032	5642.062019	5590.550813	5402.285359
EPHB1	98.41446347	103.4617196	130.5206218	189.3735424	169.5018097	174.1103852
SALL1	264.4888706	331.4606944	349.8380602	416.8333837	397.1758382	563.1838716
MMP2	27537.59706	23663.99443	24392.37851	30182.33402	31808.16801	29426.60046
TFRC	1323.469503	1322.968841	1221.758608	1441.989599	1526.519257	1739.158484
PSMD2	8831.672945	9666.964933	9862.865678	10532.97758	10346.63118	10621.70618
DLX1	301.3942944	339.1245255	333.7904427	398.848187	377.1164524	509.6862673
AHRR	1606.411086	1413.018856	1454.983981	1190.196844	1208.577993	1308.259598
HMCES	455.1668935	449.2920973	433.2856708	377.689132	330.9798652	350.1661378
SNAI1	165.0492564	235.6628058	237.5047381	256.0245656	335.9947116	385.1827516
WARS	3576.750657	3043.498919	3056.536201	2783.473687	2669.904246	2479.370792
FHOD3	459.2674962	407.1410263	376.5840892	496.17984	522.5469993	532.0579927
GOSR2	771.9384478	785.5426861	847.3142008	919.3609403	1003.972258	969.765665
CEBPB	2438.833423	2047.200878	2387.885475	1897.967235	1785.285333	1609.79155
AZIN1	3163.61494	3276.287788	3195.615553	3732.457304	3570.570667	4149.468733
ARMCX2	1702.775248	1681.252944	1620.809361	2096.862352	2033.018748	1826.700019
ZMYND8	518.7262345	426.300604	495.3364583	629.4818866	597.7696959	561.2385042
CEBPG	794.4917624	605.4426556	668.6507266	550.1354303	519.5380914	512.6043184
ZNF598	1233.256245	1081.558162	1103.006239	981.7801525	929.7525303	858.8797213
MSX1	717.6054628	729.9799107	805.5903954	961.6790503	913.7050217	1192.510236
MEF2C	251.161912	286.4356868	246.0634674	316.3278724	347.0273738	441.5984071
BDNF	1340.897065	1436.010349	1394.003035	1564.712118	1586.697414	1586.447141
HOXB3	123.0180793	132.2010862	130.5206218	185.1417314	172.5107176	277.2148591
SHC1	7495.901634	7271.059741	7247.104035	8883.629247	8789.019874	7604.441293
SMIM3	582.2855755	515.3926404	458.9618587	740.5669254	763.2596285	564.1565554
SLC9A7	1530.549937	1360.330017	1294.507807	1950.864872	2007.944515	1518.359281
EGLN1	973.8931281	920.6177089	947.87927	819.9133817	775.2952599	818.999689
FMNL3	905.2080338	824.8198204	867.6411828	1088.63338	989.9306876	1073.842823
HSPA6	10.25150661	6.705852198	6.419046975	23.27496051	27.08017079	17.50830689
PPP1R15A	1963.163516	1695.622627	1731.003001	1520.278103	1549.587551	1467.779728
ABHD5	709.4042575	756.8033195	788.4729368	580.8160601	564.6717094	669.2063967
METRNL	4242.073436	4027.343235	4245.129733	3703.89258	3505.377663	3063.953706
NTN4	897.0068285	571.9133946	629.0666036	505.7014148	469.389627	303.4773194
RHOB	3441.430769	3605.832525	3603.225036	3178.090063	3046.017729	2330.550184
TAF7L	11.27665727	6.705852198	5.349205813	21.15905501	26.0772015	19.45367432
COPS8	1305.016792	1441.758223	1447.495093	1580.581409	1584.691476	1667.179889
ENTPD7	354.7021287	322.8388844	317.7428253	436.934486	442.3094562	386.1554353
AARS	4884.8429	4060.872496	4117.818635	3835.078721	3842.375344	3738.996205
ADAMTS6	356.7524301	317.0910111	307.0444137	407.311809	444.3153948	414.3632631
AKR1C2	225.5331454	214.5872703	233.2253734	150.2292906	146.4335161	176.0557526
BIRC2	2159.992443	2265.620064	2345.091828	2545.434318	2549.547931	2750.749549
VGLL3	4392.770583	3999.561847	4139.215458	4854.945172	4930.597022	4608.575447
LY6K	351.6266768	502.9389149	449.3332883	329.0233054	244.7245064	260.6792359
EFR3B	45.10662909	71.84841641	68.4698344	93.09984205	92.27317453	157.574762
NAV3	1169.696904	1053.776774	1048.444339	1477.959993	1505.456902	1181.810715
MBOAT2	1367.550982	1722.446036	1557.688733	1260.021726	1301.854136	1313.123017
IRX3	581.2604248	499.1069993	564.8761338	427.4129112	415.2292854	443.5437746
SNX33	1267.086217	1035.575175	1029.187198	873.868972	900.666421	785.9284426
