Gene	CTRL_1	CTRL_2	CTRL_3	Eto_1	Eto_2	Eto_3
CACYBP	1243.507752	1492.531104	1474.241122	928.5088748	958.6233516	969.371235
TGFBR3	510.5250292	376.485702	393.7015478	631.8712414	607.9074912	565.8962396
RHOQ	1832.969382	1561.505583	1729.93316	2219.819911	2273.529482	2289.366108
ARF5	1828.868779	1858.479038	1968.507739	1571.407538	1552.056855	1536.556532
SCARB2	4657.259453	4801.390174	4910.570936	5370.354181	5621.474218	5432.088277
EIF3A	8795.792672	7616.890118	7794.862711	9613.705904	10081.68925	9772.344857
KMT2A	1310.142545	1054.734753	1040.955451	1580.229475	1427.357882	1379.291518
ARNTL	169.1498591	179.1420516	216.1079148	103.6577604	115.7919031	104.413657
EIF4A2	5410.745189	4913.473704	4914.850301	6189.691585	6250.536	6179.741623
CNRIP1	681.7251896	791.2905594	774.5650017	502.850412	557.8052255	464.0606976
FBXL20	318.8218556	254.8223835	284.5777492	413.5282994	393.0244403	424.0999153
APMAP	2858.120043	2873.936656	2853.266381	3297.198974	3185.390719	3404.40084
CAMK2N1	1276.312573	1089.221993	1134.031632	1552.660921	1487.480601	1403.78361
CCDC85B	4694.164877	5369.471653	5475.44707	4178.289937	3562.827787	4059.242046
PFKP	3085.70349	3289.699493	3287.621893	2331.196866	2243.468122	2485.302847
IDI1	522.8268372	620.7703178	602.3205745	367.2131298	391.9110566	393.1625355
GGCX	870.3529113	901.4581312	902.9459412	1079.584547	1115.610451	1149.839284
EHD3	802.6929676	895.7102579	905.0856235	609.8163988	709.2254064	670.3098965
RAB21	1165.596302	1174.482114	1231.387178	1403.790734	1495.274287	1407.650783
BCAP31	3667.989065	3937.293219	3669.555188	4804.647467	4500.296849	4823.65314
HS3ST3A1	799.6175157	969.4746321	1069.841163	657.2343104	542.2178539	634.2162867
UCHL1	1966.238968	1861.352974	1984.555357	2364.27913	2639.832714	2593.583677
RTL5	375.205142	312.3011167	254.6221967	529.3162232	463.1676124	433.1233178
NATD1	253.2122133	201.175566	200.0602974	345.1582872	307.2938967	323.5534308
NEAT1	8149.947756	6953.010751	6913.313593	9280.67778	10062.76173	9785.235432
DST	11582.15217	9594.158538	9079.741947	13264.8851	13410.70647	12288.58508
NUDT21	1375.752187	1437.926307	1422.888746	1004.598082	1041.013744	881.7153254
GNG2	537.1789464	721.3581008	665.4412031	392.5761989	423.0857998	435.7014327
TARDBP	1486.468459	1551.925794	1599.412538	1185.447791	1284.844771	1187.221951
TMEM127	2228.677537	2140.12483	2204.942636	2710.54016	2559.669089	2730.223771
YPEL3	584.3358768	547.0059436	541.3396283	824.8511145	742.6269169	846.9107731
SMIM3	582.2855755	515.3926404	458.9618587	784.0496556	731.4930801	765.700151
CDK16	2311.714741	2468.711588	2515.196573	1982.730353	1882.731809	2018.664035
RTN4	28170.11502	25110.54255	24664.11816	31790.95291	31325.04994	31471.04964
TMEM115	1050.779428	1078.684225	1146.869726	1369.605727	1412.883894	1415.385128
ARHGDIB	46.13177975	68.01650087	77.02856371	9.924679185	21.15428999	30.93737984
RNF152	389.5572512	348.7043143	360.5364718	516.0833176	468.7345308	493.7090199
GNPTAB	1053.85488	948.3990966	947.87927	1215.221829	1260.35033	1189.800066
CPD	2325.041699	2104.679611	2162.14899	2668.635959	2717.769572	2485.302847
HNRNPR	2133.338526	2376.745615	2304.437864	1661.832392	1626.653562	1657.727936
CHST8	56.38328636	69.93245864	68.4698344	14.33564771	25.60782472	7.73434496
GPATCH2L	825.2462822	717.5261852	695.3967557	926.3033906	961.9635026	935.8557402
EXOSC2	400.8339085	418.636773	421.5174181	270.1718222	276.1191535	270.7020736
CGB8	57.40843702	79.51224749	90.93649882	25.36306903	30.06135946	29.64832235
CEBPG	794.4917624	605.4426556	668.6507266	984.7487235	993.1382458	952.6134876
EFL1	766.8126945	660.0474521	688.9777087	975.9267865	953.0564331	913.9417628
AL031777.3	1.025150661	3.831915542	0	9.924679185	24.49444104	28.35926485
CCND1	63937.62158	51571.83532	51325.62977	85461.41246	83809.95678	85795.79958
CRELD2	969.7925254	1103.591676	1238.876066	833.6730515	767.121358	785.0360134
SLC2A3	919.560143	781.7107706	782.0538898	1027.755667	1106.703381	1099.566042
ATP6V1E1	1739.680672	1787.5886	1712.815701	2165.785547	2322.518364	2169.483761
GABARAPL1	1179.948411	1226.212973	1173.615755	1634.263839	1720.177791	1760.852536
ABCC9	642.7694645	522.0984926	571.2951808	857.9333784	880.6864937	800.5047034
DEK	2485.990353	2665.097259	2546.221967	1621.030933	1549.830088	1540.423705
WDFY3	1285.538929	1225.254995	1146.869726	1547.147211	1514.20181	1428.275703
PGM2L1	282.9415825	203.0915237	230.01585	357.2884506	397.477975	328.7096608
LINC00346	61.50903967	75.68033195	73.81904022	30.87677969	30.06135946	25.78114987
LSM5	268.5894732	394.6873008	362.6761541	228.2676212	219.3365857	193.358624
CENPJ	137.3701886	151.3606639	149.7777628	54.03436445	83.50377627	61.87475968
ELMO2	798.592365	772.1309817	690.0475499	960.4883966	939.6958289	929.4104527
SRRM2	8974.168887	7536.419892	7391.532592	9873.953047	9370.237081	9541.603566
HIF1AN	1376.777338	1277.943833	1311.625265	1614.414481	1589.9119	1664.173224
ANKRA2	228.6085974	207.8814181	220.3872795	301.0486019	340.6954072	304.2175684
MIS18BP1	387.5069499	440.6702873	440.774559	264.6581116	258.3050146	262.9677286
DCBLD2	11222.32429	9825.031449	9716.297439	14148.18155	14018.61396	13509.32253
GPR108	892.9062258	848.7692925	808.7999189	1131.413427	1151.238729	1120.190962
DNAJC9	354.7021287	419.5947518	442.9142413	232.6785898	234.9239572	232.0303488
CALM1	5570.668692	6303.501066	5803.888307	4715.325355	4765.282166	4777.24707
DOCK7	1773.510644	1579.707182	1582.295079	1900.024693	2102.068395	1950.343987
MYOF	14867.76004	12583.05266	12734.31936	16320.58355	16967.96734	16132.55453
ABCC1	1599.235031	1458.043864	1467.822075	1979.422126	1818.155555	1784.055571
IMPDH1	1784.787301	1930.327454	1882.920446	1429.153803	1371.688698	1452.767795
SEMA5A	1298.865888	911.995899	899.7364177	1593.46238	1432.924801	1586.829774
UAP1	4892.018955	5127.102995	5168.402656	4125.358314	4559.306184	4299.00674
TIMM10	257.3128159	318.04899	362.6761541	237.0895583	190.3886099	195.936739
MRPL11	550.505905	712.7362908	672.9300913	483.0010537	433.1062529	408.6312254
HEATR5A	622.2664513	561.3756269	574.5047043	806.1044982	749.307219	806.9499908
ADIPOR1	1655.618318	1590.24495	1541.641115	2042.278428	1929.493924	2021.24215
CARS2	1089.735153	1176.398071	1262.412572	924.0979063	950.8296658	884.2934404
FAM207A	518.7262345	594.9048879	565.945975	414.6310415	426.4259508	332.5768333
BRI3BP	153.7725992	186.8058827	191.5015681	100.349534	82.39039258	83.78873707
TRIM32	716.5803121	726.1479952	653.6729503	910.8650007	909.6344695	939.7229126
LRRC8C	323.9476089	306.5532434	295.2761609	179.7469675	229.3570388	158.5540717
SLC30A7	787.3157077	717.5261852	702.8856438	970.4130758	990.9114784	873.9809805
COTL1	7640.447877	8471.407284	8375.786462	7141.358044	6836.175817	7236.768768
RAVER1	719.6557641	764.4671506	695.3967557	548.0628394	443.1267061	524.6463998
PGAM1	6050.439202	6827.515517	6765.675512	5543.484696	5628.15452	5791.735317
BMPR2	2509.568818	2298.191346	2434.958486	3036.95183	3025.063468	2801.121933
MT-RNR2	51142.71618	44918.67196	43793.94799	70384.72204	78978.98498	71951.3221
ITGB1BP1	993.3709906	1210.885311	1203.571308	861.2416048	904.0675511	890.7387279
MASTL	242.9607067	264.4021724	255.6920379	156.5893827	125.8123562	130.1948068
GPCPD1	699.1527509	617.8963811	595.9015276	919.6869378	953.0564331	832.7311407
TMEM245	1690.47344	1586.413034	1458.193505	1956.264542	1948.421446	1907.80509
SEC16A	2950.383603	2567.383413	2584.736249	3379.904633	3114.134163	3320.612103
GAS6	25829.69606	22100.57289	22646.39773	35280.02902	31120.18734	34219.32022
POLA2	78.93660091	105.3776774	99.49522812	49.62339592	30.06135946	38.6717248
URB1	1506.971472	1422.598645	1403.631605	1693.811914	1732.425012	1717.024581
SEC61G	967.7422241	1307.641179	1342.650659	967.1048494	744.8536843	837.8873707
PITRM1	2554.675447	2591.332885	2626.460054	2896.90358	3207.658392	3118.230076
ACVR1	893.9313765	692.6187342	753.1681785	983.6459814	1104.476614	984.8399249
AVL9	843.6989941	740.5176785	637.6253329	946.1527489	1034.333442	922.9651652
DSCC1	160.9486538	194.4697138	217.177756	99.24679185	97.97776416	103.1245995
PPM1G	1716.102207	1910.209898	2099.028361	1422.53735	1497.501054	1433.431933
SARAF	2903.226672	2849.987184	2872.523522	3420.706092	3609.589902	3498.502037
NAB2	1268.111368	1436.968328	1473.171281	1790.853222	1713.497489	1778.899341
LRRCC1	142.4959419	165.7303472	138.00951	50.72613805	82.39039258	61.87475968
TMEM200A	1436.236076	1125.62519	1100.866556	1765.490153	1745.785616	1687.376259
STARD8	101.4899154	162.8564105	147.6380804	58.44533298	57.89595155	65.74193216
CD81	9940.885961	9594.158538	8995.224495	12175.37588	10800.93511	11886.39915
PAXX	397.7584565	432.0484774	476.0793173	326.411671	272.7790025	327.4206033
STMP1	929.8116496	1145.742747	1140.450679	824.8511145	851.7385179	814.6843358
KIAA0930	1284.513778	1268.364044	1260.27289	1085.098258	1039.90036	1008.04296
YTHDC1	1013.874004	911.0379201	896.5268942	1130.310685	1334.947037	1164.018916
CSE1L	2131.288224	2374.829657	2352.580717	1532.811563	1770.280057	1620.345269
FCGRT	771.9384478	671.5431987	769.2157959	1101.639389	1044.353895	1009.332017
KDM5B	1268.111368	1171.608177	1173.615755	1461.133324	1450.73894	1443.744393
CAD	1562.329608	1614.194422	1537.361751	1285.797325	1186.867007	1169.175146
TBC1D1	1235.306547	1525.102386	1443.215728	999.0843713	1096.682928	1095.698869
HIC1	1282.463477	1251.120424	1229.247496	1021.139214	825.0173095	952.6134876
TMOD3	1701.750097	1935.117349	1848.685529	1460.030582	1539.809634	1496.59575
C1QTNF2	22.55331454	37.36117653	38.51428185	6.61645279	6.680302101	3.86717248
PCDHGB5	390.5824019	354.4521876	360.5364718	526.0079968	568.9390623	500.1543074
VAT1	10802.01252	9440.881916	9345.062555	11727.66257	11811.8875	11761.36057
CDS2	653.0209711	615.9804234	616.2285096	786.2551398	788.275648	815.9733933
ARPIN	484.8962627	455.9979495	472.8697939	306.5623126	321.7678846	323.5534308
CAV1	19995.56364	21139.72007	20424.33763	17453.09972	18552.31232	17723.25148
PITX2	147.6216952	172.4361994	169.0349037	73.88372282	83.50377627	86.36685205
GDI1	3336.865402	3205.397351	3176.358412	3701.905336	3724.268422	3841.39133
TGFB1I1	2636.6875	2849.987184	2887.501298	2127.189572	1971.802504	2072.804449
HSPA8	19499.39072	21549.73503	21244.90581	16955.76302	18369.7174	17313.33119
OTUD5	1542.851745	1370.867785	1475.310963	1847.09307	1765.826522	1870.422423
TPMT	651.9958205	674.4171354	740.3300845	499.5421856	538.8777029	514.3339398
CAPNS1	9980.866837	9957.232536	10137.81486	11400.14816	11631.51934	11820.65721
ORAI3	125.0683807	143.6968328	129.4507807	222.7539106	228.2436551	234.6084638
DDX5	8320.122766	7979.006137	8123.303947	8803.190437	9926.928923	9349.533999
PRSS12	1462.889993	1208.969353	1269.90146	2077.566176	2178.891869	2164.327531
VPS29	1192.250219	1201.305522	1288.08876	940.6390383	1017.632687	983.5508674
VPS37B	635.5934099	661.005431	640.8348564	873.3717682	856.1920527	803.0828183
HERC1	1122.539974	918.7017512	987.4633931	1210.810861	1334.947037	1274.877861
RTN4RL1	104.5653674	97.71384632	126.2412572	50.72613805	59.00933523	51.56229973
AARS	4884.8429	4060.872496	4117.818635	5200.531893	5276.325276	5084.042754
YPEL5	1810.416068	1641.017831	1641.136343	2235.258301	2315.838062	2242.960038
HMGN1	3121.583763	3635.52987	3574.339324	2788.834851	2792.366278	2744.403403
UBE2H	2629.511446	2397.82115	2373.97754	2891.389869	3031.74377	2861.707635
RNASEH2C	709.4042575	925.4076034	872.9903887	607.6109145	617.9279444	632.9272292
PAICS	1661.769222	1892.966278	1841.196641	1317.776847	1248.103109	1305.815241
IL13RA1	1946.761105	1827.823713	1736.352207	2093.004566	2284.663319	2272.608361
SLC6A6	660.1970258	633.2240433	598.0412099	750.9673916	861.7589711	821.1296232
FLYWCH1	1699.699796	1367.03587	1469.961757	2152.552641	1979.596189	2059.913874
SUCO	702.2282029	699.3245864	665.4412031	875.5772525	904.0675511	916.5198778
LAMA2	1558.229005	1364.161933	1292.368124	1864.736945	2036.378757	2053.468587
ATP6AP1	2309.664439	2352.796143	2340.812464	2744.725166	2701.068816	2829.481198
TNPO1	3942.729443	3695.88254	3591.456783	4320.543672	4506.977151	4213.928946
IL6ST	4623.429482	4015.847488	4145.634505	5187.298987	5396.570714	5185.878296
POPDC3	359.827882	352.5362299	368.0253599	486.30928	484.3219024	494.9980774
METRNL	4242.073436	4027.343235	4245.129733	5396.819992	5189.481349	5554.548739
CCNC	603.8137394	668.6692621	708.2348496	508.3641227	493.2289718	433.1233178
AL078621.3	41.00602644	31.61330322	29.95555255	90.42485479	75.71009048	77.3434496
PFAS	488.9968653	555.6277536	581.9935924	371.6240984	309.520664	378.982903
AMMECR1L	745.2845306	636.09798	675.0697736	852.4196677	941.9225963	854.6451181
SUN2	1635.115304	1803.874241	1703.187131	1236.17393	1111.156916	1228.471791
RHNO1	396.7333058	484.7373161	456.8221764	282.3019857	332.9017214	283.5926485
NDRG1	2100.533705	1555.75771	1665.74269	2363.176388	2382.641083	2324.17066
FAM72B	30.75451983	46.94096539	47.07301115	12.13016345	13.3606042	6.445287467
TSC22D3	581.2604248	476.1155061	568.0856573	709.0631906	725.9261617	805.6609333
HLA-C	4103.678096	3901.848001	4043.999595	5056.072673	4720.746818	4969.316637
SPTAN1	8866.528068	7809.443874	7626.897648	9501.226206	9638.562549	9813.594697
TPM3	9915.257194	10974.60611	10773.30051	8377.531974	9064.056568	8662.466355
ATP9A	1648.442263	1452.29599	1441.076046	2042.278428	1992.956794	2022.531207
PIF1	160.9486538	153.2766217	139.0793511	71.67823856	63.46286996	76.05439211
COQ10B	607.914342	560.417648	559.526928	796.179819	720.3592433	734.7627712
SPG11	921.6104443	806.6182216	799.1713484	1036.577604	1165.712717	1049.2928
RAI14	4323.060338	3574.219222	3604.294877	4739.585682	5055.875307	4868.770152
AHNAK	46137.93065	40576.15367	38771.04373	51201.41991	51429.41911	47853.68132
NUB1	822.1708302	820.029926	760.6570666	1034.372119	995.3650131	987.4180399
WWC3	1510.046924	1393.859278	1387.583988	1853.709523	1756.919453	1729.915156
BTN2A1	632.5179579	619.8123389	529.5713755	774.1249764	830.584228	787.6141284
FBXO38	719.6557641	615.0224445	615.1586685	895.4266109	881.7998774	800.5047034
YBX1	16223.00921	17122.9146	17872.76646	14595.89485	14408.29825	15437.75254
SHMT2	3504.99011	3079.902117	3267.294911	4031.625233	3828.926488	3979.320482
KDM7A	184.527119	162.8564105	161.5460155	237.0895583	272.7790025	252.6552687
KIF13A	2286.085974	1947.571074	2045.536303	2574.902877	2552.988786	2567.802527
HLA-B	1522.348732	1346.918313	1426.09827	1935.312441	1761.372987	1862.688078
PPP5C	1352.173722	1413.976835	1326.603042	1037.680346	1145.67181	1032.535052
COPS7B	588.4364795	704.1144808	660.0919973	470.8708902	455.3739266	523.3573423
PIGT	2077.98039	1893.924257	1864.733146	2391.847683	2401.568605	2416.9828
RPS6KA4	1841.170587	2120.965252	2229.548983	1565.893827	1372.802082	1613.899982
CLTCL1	353.6769781	293.141539	282.4380669	447.7133054	427.5393345	434.4123752
MED30	114.816874	149.4447061	177.593633	69.47275429	75.71009048	87.65590955
PRKAB2	729.9072707	613.1064867	632.2761271	825.9538566	860.6455874	814.6843358
HIST1H2BG	19.47786256	13.4117044	9.628570463	33.08226395	33.40151051	47.69512725
CERS5	964.6667721	991.5081465	1025.977675	1273.667162	1194.660692	1252.963884
CCPG1	438.764483	360.2000609	374.4444069	614.2273673	563.3721439	558.1618946
PRDM8	426.462675	444.5022029	348.768219	258.0416588	273.8923862	284.881706
IGFBP4	26686.72201	22421.49581	23643.48969	35091.46011	31910.68976	34317.28859
LMO7	10998.84144	9732.107498	9723.786327	12333.068	13279.32719	12649.52118
NUP107	555.6316583	611.1905289	608.7396215	372.7268405	387.4575219	404.7640529
KHNYN	901.1074311	795.1224749	774.5650017	1011.214535	1054.374348	1040.269397
PPIH	151.7222978	199.2596082	189.3618858	100.349534	93.52422942	103.1245995
AMPH	368.0290873	453.1240128	369.0952011	238.1923004	229.3570388	257.8114987
KDM4A	377.2554433	330.5027155	370.1650423	459.8434689	484.3219024	498.8652499
AGRN	2239.954195	1883.386489	1994.183927	2898.006322	2519.587276	2881.043498
WDR90	331.1236635	304.6372856	309.184096	198.4935837	217.1098183	207.5382564
MAPRE1	2755.604977	2922.79358	2988.066367	2265.032338	2321.40498	2361.553328
PAK1IP1	294.2182397	362.1160187	359.4666306	215.0347157	261.6451656	233.3194063
SLC44A2	4946.35194	4668.231109	4523.288435	5953.704769	5662.669415	6014.742264
IRF2BPL	1097.936358	864.0969547	1014.209422	1454.516872	1317.132898	1461.791197
A2M	243.9858573	235.6628058	219.3174383	344.0555451	365.1898482	377.6938455
CANX	10944.50846	11595.37643	11256.86871	12738.8771	13176.8959	12158.39028
HACD4	256.2876653	296.0154756	287.7872727	187.4661624	169.2343199	189.4914515
PIGG	961.5913201	972.3485688	951.0887935	1146.851817	1216.928366	1175.620434
COBLL1	208.1055842	174.3521572	157.2666509	280.0965014	277.2325372	247.4990387
FARSB	1118.439371	1267.406065	1236.736384	984.7487235	953.0564331	908.7855328
ENTPD7	354.7021287	322.8388844	317.7428253	427.8639471	486.5486697	439.5686052
SEZ6L2	654.0461218	576.7032891	641.9046975	1023.344698	866.2125058	916.5198778
SRSF10	1416.758214	1710.950289	1604.761744	1193.166986	1130.084439	1153.706457
YAP1	4357.91546	3957.410776	3959.482143	4882.942159	4927.836184	4769.512725
TP53BP1	1338.846763	1119.877317	1090.168145	1475.468972	1578.778063	1505.619152
NRAS	1384.978543	1653.471556	1583.364921	1121.488748	1140.104892	1147.261169
CDK2AP1	2665.391719	2911.297833	2943.133038	2452.498501	2254.601959	2414.404685
ISOC2	666.3479297	802.786306	849.4538831	593.2752668	497.6825066	612.3023093
ELK3	2448.059779	2294.359431	2321.555323	2843.971957	2890.344043	2650.302206
JMY	466.4435508	379.3596387	366.9555188	644.0014049	649.1026875	527.2245148
GALNT5	3857.641938	3307.901092	3243.758405	4789.209078	5225.109627	4921.621509
CCDC92	1770.435192	1646.765704	1728.863319	2062.127786	2021.904769	2045.734242
DUSP3	1195.325671	1271.237981	1193.942737	1478.777199	1489.707369	1473.392715
UBAP1	1030.276414	1015.457619	993.88244	1257.12603	1359.441478	1272.299746
VDAC3	1774.535794	2032.831195	2115.075978	1431.359287	1442.945254	1416.674185
SLC6A9	824.2211315	612.1485078	617.2983508	1144.646333	929.6753758	1054.44903
RAD54B	26.65391719	41.19309208	42.7936465	8.821937053	6.680302101	9.023402453
OSTC	2346.569863	2953.448904	2797.63464	2233.052817	2143.263591	2080.538794
ATP6V1A	1117.414221	1054.734753	1029.187198	1220.73554	1331.606886	1317.416758
CASP2	417.2363191	494.3171049	466.4507469	262.4526273	327.334803	318.3972009
GSTCD	191.7031736	232.7888692	250.342832	141.1509928	131.3792747	123.7495194
CYB5B	1312.192846	1494.447061	1388.653829	1100.536647	1123.404137	1086.675467
NCKAP5L	1102.036961	1012.583682	991.7427577	1383.941375	1336.06042	1259.409171
KMT2D	2139.48943	1746.395508	1720.304589	2551.745293	2274.642866	2312.569143
MSN	15501.30315	16587.4044	16440.24915	13294.65914	14291.39296	13844.47748
HNRNPF	2615.159336	2901.718044	2884.291774	2259.518628	2264.622412	2025.109322
PCOLCE2	799.6175157	668.6692621	669.7205678	986.9542078	1113.383684	1131.792479
RBMX	1664.844674	1961.940757	1994.183927	1268.153451	1323.8132	1264.565401
MTMR4	552.5562063	526.888387	573.4348631	378.2405511	417.5188813	364.8032706
AC068831.7	26.65391719	35.44521876	29.95555255	8.821937053	4.453534734	5.156229973
RRAGC	586.3861782	638.0139377	572.365022	749.8646495	819.4503911	747.6533461
CRIP2	3167.715543	3588.588905	3568.990118	2771.190977	2642.059481	2908.113705
MT-TC	766.8126945	826.7357782	1017.418946	1390.557828	1391.729604	1135.659652
UBE2L3	2498.292161	2569.299371	2544.082285	2112.853924	2242.354739	2059.913874
TNFRSF14	141.4707912	134.117044	141.2190335	266.8635959	203.7492141	251.3662112
TECR	1181.998712	1371.825764	1314.834789	999.0843713	1009.839001	1000.308615
UBR2	838.5732408	706.0304386	694.3269145	978.1322708	999.8185479	930.6995102
TCP11L1	483.871112	573.8293524	508.1745522	631.8712414	710.3387901	764.4110935
C16orf72	1429.060022	1359.372038	1410.050652	1616.619965	1660.055072	1683.509086
CSNK1G2	2052.351624	2114.2594	2369.698175	1763.284668	1744.672232	1858.820905
AL158206.1	16.40241058	15.32766217	6.419046975	36.39049034	38.96842893	41.24983979
MRTO4	925.711047	1081.558162	1125.472903	759.7893287	831.6976116	765.700151
IMP4	888.8056232	971.3905899	1023.837993	690.3165744	769.3481254	794.0594159
COL8A2	796.5420637	688.7868187	608.7396215	1161.187465	989.7980947	1038.98034
DBI	580.2352742	820.029926	795.961825	514.9805755	523.2903313	485.974675
NUP35	127.118682	164.7723683	126.2412572	81.60291774	65.68963733	59.29664469
NQO1	6098.621283	5932.763238	5981.48194	6778.555883	7341.65201	7328.29185
C1QBP	1636.140455	1999.301934	2028.418844	1454.516872	1347.194257	1478.548945
MFGE8	10031.09922	8912.077572	9064.764171	13567.03645	12581.23562	13457.76023
STOML2	1634.090154	1920.747665	1819.799818	1436.872998	1353.874559	1390.893035
SRGN	972.8679774	871.7607858	899.7364177	1376.22218	1456.305858	1350.932253
ATAD3A	1192.250219	1353.624165	1458.193505	974.8240444	966.4170373	1046.714685
SRPRA	3293.809074	3230.304802	3050.117155	3626.918871	3896.842893	3742.133903
CALM2	12693.41549	13776.69435	13520.65261	11530.27173	11726.15696	11553.82231
COQ2	192.7283243	199.2596082	256.761879	135.6372822	124.6989726	134.0619793
HAUS5	252.1870626	274.9399401	285.6475904	185.2606781	154.760332	163.7103017
PCED1B	108.6659701	87.17607858	73.81904022	143.3564771	183.7083078	161.1321867
ECM1	4924.823776	4447.895965	4521.148753	5971.348643	5841.924188	5949.000332
PHF20	1227.105341	1108.381571	991.7427577	1388.352344	1494.160903	1463.080255
DDX11	249.1116106	296.9734545	299.5555255	141.1509928	134.7194257	183.0461641
AHNAK2	4296.406421	3294.489387	3189.196506	5320.730785	4962.351078	4929.355854
ESYT1	4050.370262	4096.317714	3866.405962	4799.133757	4846.559175	4787.55953
MDN1	836.5229395	725.1900163	645.114221	992.4679185	989.7980947	920.3870502
MVD	557.6819596	629.3921278	679.3491382	434.4803999	433.1062529	436.9904902
EFEMP2	7721.434779	7143.648549	7641.875424	9904.829826	9068.510103	9888.360031
NUDT15	263.4637199	352.5362299	332.7206016	181.9524517	237.1507246	168.8665316
NFIC	4165.187136	3977.528333	4102.840858	3557.446117	3362.418724	3373.46346
TSC22D1	1640.241058	1366.077891	1345.860183	1873.558882	1940.62776	1938.74247
BSG	11969.65912	11477.54503	11697.64327	14883.71055	13778.12308	14865.41101
PEAK1	2974.987219	2509.90468	2537.663238	3417.397866	3384.686398	3292.252838
HCG11	368.0290873	297.9314334	304.9047313	459.8434689	452.0337755	418.9436853
ERN1	351.6266768	247.1585525	234.2952146	442.1995948	424.1991834	440.8576627
ANTXR1	5395.367929	4967.120521	5112.770916	6052.95156	6025.632496	5762.086995
MRPL15	795.516913	929.2395189	968.2062521	683.7001216	709.2254064	696.0910464
MSRB1	396.7333058	446.4181606	460.0316999	326.411671	313.9741988	299.0613385
CORO1A	28.70421851	41.19309208	29.95555255	4.410968526	6.680302101	6.445287467
COPA	5853.610275	5824.511624	5735.418473	6491.842929	6781.620017	6355.053442
TSN	1610.511689	1668.799219	1695.698243	1409.304444	1383.935919	1383.15869
ATP6AP2	2890.924864	2739.819612	2887.501298	3561.857085	3576.188392	3546.197164
AURKAIP1	1597.18473	1840.277439	1997.393451	1469.955261	1349.421024	1321.283931
ADAMTS4	130.194134	158.0665161	146.5682393	87.1166284	69.02978838	85.07779456
PARP2	261.4134186	303.6793067	295.2761609	180.8497096	155.8737157	204.9601414
STAT1	3677.215421	2974.524439	3218.082217	4337.084804	4681.778389	4380.217362
ARHGEF11	864.2020073	773.0889606	795.961825	1090.611968	1055.487732	989.9961549
TPM2	21402.07035	22413.83198	22323.3057	25379.61016	25914.00524	26872.98156
DNMBP	1438.286378	1216.633185	1238.876066	1654.113197	1707.930571	1526.244072
GRK6	557.6819596	664.8373465	604.4602569	443.3023369	440.8999387	398.3187654
DNAJB5	344.4506221	366.9059131	299.5555255	250.3224639	229.3570388	241.0537513
KXD1	1124.590275	1188.851797	1108.355444	946.1527489	921.88169	955.1916026
HEPH	534.1034944	457.9139073	471.7999527	628.563015	636.855467	625.1928843
ULK1	1858.598149	1515.522597	1477.450646	2335.607835	2102.068395	2290.655166
APH1B	553.581357	546.0479647	545.6189929	742.1454546	722.5860106	721.8721963
ADCY6	935.9625536	834.3996093	802.3808719	1208.605376	1076.642022	1100.855099
TRNAU1AP	358.8027314	403.3091108	381.933295	235.9868162	280.5726883	256.5224412
DRAM1	2301.463234	1817.285946	1759.888712	2830.739052	2892.57081	2687.684874
LARP6	1876.02571	1737.773698	1756.679189	2265.032338	2227.880751	2212.022659
TUT7	544.355001	474.1995483	495.3364583	645.104147	658.009757	640.6615742
FAM107B	482.8459614	379.3596387	447.193606	546.9600973	613.4744097	599.4117344
CPNE2	537.1789464	591.0729723	621.5777155	411.3228151	410.8385792	322.2643733
SOX9	389.5572512	284.519729	282.4380669	494.028475	498.7958902	489.8418475
HIPK2	2010.320446	1709.034332	1829.428388	2477.86157	2462.804708	2228.780406
TGFBR2	7062.262904	6025.68719	5961.154958	8886.998839	8485.097053	8509.068513
LHB	43.05632777	71.84841641	63.12062859	20.9521005	16.70075525	15.46868992
TELO2	926.7361976	1070.062415	1044.164975	672.6727003	701.4317207	745.0752311
TM4SF1	681.7251896	784.5847072	724.2824671	545.8573552	573.392597	581.3649295
ANK2	346.5009235	238.5367425	218.2475972	430.0694313	454.2605429	413.7874554
SEPHS1	738.108476	846.8533348	904.0157824	574.5286506	575.6193644	555.5837796
CLN8	516.6759332	448.3341184	440.774559	627.4602729	625.7216302	577.497757
ACTN1	19061.65139	19441.2235	19244.30283	17110.14691	16947.92643	17389.38558
PCK2	2060.552829	1481.035357	1422.888746	2859.410347	2511.79359	2687.684874
RASSF8	1552.078101	1284.649685	1324.463359	1645.29126	1763.599755	1853.664675
TSG101	1010.798552	1081.558162	1101.936397	1279.180873	1310.452596	1334.174506
GMPS	935.9625536	1076.768267	1047.374498	795.0770769	800.5228685	785.0360134
SNRPB2	726.8318187	819.0719471	876.1999122	559.0902607	663.5766754	595.5445619
CAB39	1557.203854	1580.665161	1600.482379	1842.682102	1791.434347	1894.914515
ITGA7	222.4576935	200.2175871	181.8729976	335.233608	287.2529904	404.7640529
GPATCH8	1007.7231	889.9623846	911.5046705	1132.516169	1199.114227	1130.503422
RAB3GAP2	1016.949456	911.0379201	930.7618114	1160.084722	1212.474831	1112.456617
HOMER2	342.4003208	478.0314639	430.0761474	226.062137	249.3979451	238.4756363
FIBCD1	172.2253111	264.4021724	223.596803	129.0208294	112.451752	130.1948068
SNX29	943.1386082	757.7612984	794.8919838	1129.207943	1093.342777	1014.488247
